meeting_speaker_id,meeting_id,speaker_raw,speaker_name,speaker_role_raw,speaker_role_normalized,speaker_org,speaker_side,speaker_class,is_question_eligible,is_answer_eligible,parse_rule,parse_confidence,manual_override
MSP_053389_29940B84,053389,출석 증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053389_4F59617E,053389,출석 참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053501_E19636DD,053501,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_053501_734D4051,053501,"문화체육관광부정책기획관 신은향 예, 알겠습",,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053501_C25F2DBD,053501,정부측 및 기타 참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053501_29940B84,053501,출석 증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053501_4F59617E,053501,출석 참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053598_B0CA8139,053598,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_053598_C04E079B,053598,문화체육관광부체육협력관 이정미,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053598_B299F369,053598,"문화체육관광부체육협력관 이정미 예, 그렇게",,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053598_7659CD2A,053598,"문화체육관광부체육협력관 이정미 예, 나왔습",,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053598_FA3F04E2,053598,"문화체육관광부체육협력관 이정미 예, 보고드",,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053598_C25F2DBD,053598,정부측 및 기타 참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053598_29940B84,053598,출석 증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053598_4F59617E,053598,출석 참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053680_568AFC83,053680,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_053680_29940B84,053680,출석 증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053680_4F59617E,053680,출석 참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053740_02698F86,053740,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_053740_C25F2DBD,053740,정부측 및 기타 참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_053740_4F59617E,053740,출석 참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054235_4BD710D2,054235,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_054235_A7ADDDB4,054235,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054235_C105FB67,054235,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054269_15B8EFEC,054269,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_054269_AC5CFFCC,054269,국가유산청기획조정관황권순,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054269_C105FB67,054269,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054345_2741D714,054345,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_054345_9FD5316A,054345,한국정책방송원방송기획관이성구,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054345_CC464896,054345,한국정책방송원방송보도부조대익,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054345_B3EC2793,054345,정부측및기타참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054345_A7ADDDB4,054345,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054345_C105FB67,054345,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054435_9DC22A57,054435,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_054435_9D4BBA13,054435,한국콘텐츠진흥원신기술융합콘텐츠팀이혜은,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054435_7366EAC2,054435,문화체육관광부정책기획관이정미,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054435_51A4857C,054435,국립아시아문화전당장이강현,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054435_B3EC2793,054435,정부측및기타참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054435_A7ADDDB4,054435,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054435_C105FB67,054435,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054519_5C9E1550,054519,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_054519_B3EC2793,054519,정부측및기타참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054576_FEC50061,054576,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_054576_86C66EB1,054576,문화체육관광부체육협력관송윤석,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054576_4D102D39,054576,김재원,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054576_B3EC2793,054576,정부측및기타참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054576_A7ADDDB4,054576,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054576_C105FB67,054576,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054622_B1D37774,054622,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_054622_A7ADDDB4,054622,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_054622_C105FB67,054622,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053479_A899D3C2,N053479,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_N053479_86C1C1DA,N053479,문화체육관광부대변인김재현,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053479_A7ADDDB4,N053479,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053479_C105FB67,N053479,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053480_D9193733,N053480,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_N053480_FEEA1194,N053480,한국언론진흥재단이사장,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053480_2A4162F1,N053480,한국언론진흥재단경영본부장,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053480_B3EC2793,N053480,정부측및기타참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053480_A7ADDDB4,N053480,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053481_0D9F6AD5,N053481,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_N053481_2AEE9423,N053481,국가유산청차장최보근,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053481_A7ADDDB4,N053481,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053481_C105FB67,N053481,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053482_A0E76E21,N053482,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_N053482_B3EC2793,N053482,정부측및기타참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053482_A7ADDDB4,N053482,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053482_C105FB67,N053482,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053483_2E4F16A9,N053483,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_N053483_B3EC2793,N053483,정부측및기타참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053483_C105FB67,N053483,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053485_9A976C45,N053485,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_N053485_DE638B2D,N053485,문화체육관광부체육협력관최성희,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053485_E1382A15,N053485,참고인000,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053485_B3EC2793,N053485,정부측및기타참석자,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053485_A7ADDDB4,N053485,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053485_C105FB67,N053485,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053487_EDD71C63,N053487,,,,,,unknown,unknown,False,False,ORPHAN,1.0,False
MSP_N053487_86C1C1DA,N053487,문화체육관광부대변인김재현,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053487_AC5CFFCC,N053487,국가유산청기획조정관황권순,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053487_DE638B2D,N053487,문화체육관광부체육협력관최성희,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053487_A7ADDDB4,N053487,출석증인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
MSP_N053487_C105FB67,N053487,출석참고인,,,,,unknown,unknown,False,False,UNRESOLVED,0.2,False
