answer_unit_id,qa_pair_id,meeting_id,meeting_date,answer_speaker_id,answer_speaker_name,answer_speaker_role,answer_speaker_org,answer_speaker_class,answer_turn_start_no,answer_turn_end_no,answer_turn_count,page_start_no,page_end_no,block_start_no,block_end_no,primary_segment_no,answer_text_raw,answer_text_display,answer_text_normalized,answer_text_compact,char_count,sentence_count,role_confidence,qa_confidence,traceability_status,review_status,answer_hash,review_group,manual_label,review_note
ANS_051558_T00873_T00873,QA_051558_000378,051558,2021-10-07,MSP_051558_E33CEE73,박종관,위원장,한국문화예술,agency_head,051558_T00873,051558_T00873,1,63,63,051558_0063_0005,051558_0063_0011,051558_SEG_TURN_00873,"◯한국문화예술위원장 박종관  지적하신 말씀에 

대해서 동의하고요. 그 액수를 결정할 때 심사위

원들이 결정하는 것보다 더 발전된 형태는 없는

가 하는 지적은 받아왔습니다. 그래서 위원님 지

적받고 적극 검토하겠습니다.

    (발언시간 초과로 마이크 중단)

    (마이크 중단 이후 계속 발언한 부분)
",◯한국문화예술위원장 박종관 지적하신 말씀에 대해서 동의하고요. 그 액수를 결정할 때 심사위 원들이 결정하는 것보다 더 발전된 형태는 없는 가 하는 지적은 받아왔습니다. 그래서 위원님 지 적받고 적극 검토하겠습니다. (발언시간 초과로 마이크 중단) (마이크 중단 이후 계속 발언한 부분),◯한국문화예술위원장 박종관 지적하신 말씀에 대해서 동의하고요. 그 액수를 결정할 때 심사위 원들이 결정하는 것보다 더 발전된 형태는 없는 가 하는 지적은 받아왔습니다. 그래서 위원님 지 적받고 적극 검토하겠습니다. (발언시간 초과로 마이크 중단) (마이크 중단 이후 계속 발언한 부분),◯한국문화예술위원장박종관지적하신말씀에대해서동의하고요.그액수를결정할때심사위원들이결정하는것보다더발전된형태는없는가하는지적은받아왔습니다.그래서위원님지적받고적극검토하겠습니다.(발언시간초과로마이크중단)(마이크중단이후계속발언한부분),159,4,0.9,0.8975,PASS,unreviewed,34b6b54fa2d1aa9ab9cfb03984eea53e9b95d1afad68496dfccd921ba89d02a8,A5,,
ANS_051558_T00875_T00875,QA_051558_000379,051558,2021-10-07,MSP_051558_E33CEE73,박종관,위원장,한국문화예술,agency_head,051558_T00875,051558_T00875,1,63,63,051558_0063_0018,051558_0063_0020,051558_SEG_TURN_00875,"◯한국문화예술위원장 박종관  적정 지원금의 결

정과 관련되어서는 저희도 지적받고 있었던 내용

이었으니까 위원님 말씀대로 적극 검토하겠습니다.
",◯한국문화예술위원장 박종관 적정 지원금의 결 정과 관련되어서는 저희도 지적받고 있었던 내용 이었으니까 위원님 말씀대로 적극 검토하겠습니다.,◯한국문화예술위원장 박종관 적정 지원금의 결 정과 관련되어서는 저희도 지적받고 있었던 내용 이었으니까 위원님 말씀대로 적극 검토하겠습니다.,◯한국문화예술위원장박종관적정지원금의결정과관련되어서는저희도지적받고있었던내용이었으니까위원님말씀대로적극검토하겠습니다.,77,1,0.9,0.8975,PASS,unreviewed,7612148788a5dbeb7ab7d8f216008965e5ce2005905765d9b808c474a3c1ec5e,A5,,
ANS_052229_T00867_T00867,QA_052229_000329,052229,2022-10-05,MSP_052229_A34C4732,관박보균,부장,문화체육관광,agency_official,052229_T00867,052229_T00867,1,67,67,052229_0067_0036,052229_0067_0037,052229_SEG_TURN_00867,"◯문화체육관광부장관 박보균  예, 자율성을 줄 

수 있는 방안을 검토해 보겠습니다.
","◯문화체육관광부장관 박보균 예, 자율성을 줄 수 있는 방안을 검토해 보겠습니다.","◯문화체육관광부장관 박보균 예, 자율성을 줄 수 있는 방안을 검토해 보겠습니다.","◯문화체육관광부장관박보균예,자율성을줄수있는방안을검토해보겠습니다.",44,1,0.9,0.8975,PASS,unreviewed,b53e9f4c23dd3f4aec7c753d4d74d8341371116923bea2a09a1a93e440f8f869,A5,,
ANS_052280_T00027_T00027,QA_052280_000007,052280,2022-10-11,MSP_052280_E61C88B9,최응천,청장,문화재,agency_head,052280_T00027,052280_T00027,1,6,6,052280_0006_0083,052280_0006_0089,052280_SEG_TURN_00027,"◯문화재청장 최응천  서울시하고 협의가 중요합

니다만 
세운지구는 
종묘로부터 
170m 
이격되어 

있어서 사실은 역사문화환경 보존지역이나 완충

지역에 해당되지는 않습니다만, 서울지역 전체가 

100m로 구역이 되어 있거든요. 그래서 이것은 여

러 가지 시스템을 통해서 환경에 영향이 없도록 

저희가 긴밀하게 협의하겠습니다.
","◯문화재청장 최응천 서울시하고 협의가 중요합 니다만 세운지구는 종묘로부터 170m 이격되어 있어서 사실은 역사문화환경 보존지역이나 완충 지역에 해당되지는 않습니다만, 서울지역 전체가 100m로 구역이 되어 있거든요. 그래서 이것은 여 러 가지 시스템을 통해서 환경에 영향이 없도록 저희가 긴밀하게 협의하겠습니다.","◯문화재청장 최응천 서울시하고 협의가 중요합 니다만 세운지구는 종묘로부터 170m 이격되어 있어서 사실은 역사문화환경 보존지역이나 완충 지역에 해당되지는 않습니다만, 서울지역 전체가 100m로 구역이 되어 있거든요. 그래서 이것은 여 러 가지 시스템을 통해서 환경에 영향이 없도록 저희가 긴밀하게 협의하겠습니다.","◯문화재청장최응천서울시하고협의가중요합니다만세운지구는종묘로부터170m이격되어있어서사실은역사문화환경보존지역이나완충지역에해당되지는않습니다만,서울지역전체가100m로구역이되어있거든요.그래서이것은여러가지시스템을통해서환경에영향이없도록저희가긴밀하게협의하겠습니다.",174,2,0.9,0.8975,PASS,unreviewed,ff0f472da5584e381bcf839761b6f26a2b4876ce43515e1b6f366ce218c67b25,A5,,
ANS_052280_T01120_T01120,QA_052280_000473,052280,2022-10-11,MSP_052280_E61C88B9,최응천,청장,문화재,agency_head,052280_T01120,052280_T01120,1,67,67,052280_0067_0046,052280_0067_0047,052280_SEG_TURN_01120,"◯문화재청장 최응천  저희가 적극적으로 검토해 

보겠습니다. 
",◯문화재청장 최응천 저희가 적극적으로 검토해 보겠습니다.,◯문화재청장 최응천 저희가 적극적으로 검토해 보겠습니다.,◯문화재청장최응천저희가적극적으로검토해보겠습니다.,31,1,0.9,0.8975,PASS,unreviewed,5ed4ce246e6991900eaf18b98a1c1fee8c7405e6b5f1a7d252c7ad973381da44,A5,,
ANS_052315_T01200_T01200,QA_052315_000414,052315,2022-10-24,MSP_052315_E61C88B9,최응천,청장,문화재,agency_head,052315_T01200,052315_T01200,1,77,77,052315_0077_0000,052315_0077_0000,052315_SEG_TURN_01200,"◯문화재청장 최응천  예, 검토해 보겠습니다.
","◯문화재청장 최응천 예, 검토해 보겠습니다.","◯문화재청장 최응천 예, 검토해 보겠습니다.","◯문화재청장최응천예,검토해보겠습니다.",24,1,0.9,0.8975,PASS,unreviewed,f892295834f3d57aeb9105728f2d65d9217ded9319152a15a45f9845f7b88ecd,A5,,
ANS_052364_T01024_T01024,QA_052364_000405,052364,2022-10-18,MSP_052364_124F6E67,직무대,관장,국립중앙도서,agency_head,052364_T01024,052364_T01024,1,58,58,052364_0058_0055,052364_0058_0056,052364_SEG_TURN_01024,"◯국립중앙도서관장직무대리김일환
그상황에

대해서별도로검토하겠습니다.
",◯국립중앙도서관장직무대리김일환 그상황에 대해서별도로검토하겠습니다.,◯국립중앙도서관장직무대리김일환 그상황에 대해서별도로검토하겠습니다.,◯국립중앙도서관장직무대리김일환그상황에대해서별도로검토하겠습니다.,36,1,0.9,0.8975,PASS,unreviewed,1d7b9f63f2b8952ef548aeeba9e647914edb6090fb5050c81d381fdd3b745042,A5,,
ANS_052556_T00625_T00625,QA_052556_000270,052556,2022-10-19,MSP_052556_B5954410,위원장,감독,사행산업통합,agency_official,052556_T00625,052556_T00625,1,41,41,052556_0041_0072,052556_0041_0073,052556_SEG_TURN_00625,"◯사행산업통합감독위원장 김춘순  위원님 말씀 

유념해서 검토하겠습니다.
",◯사행산업통합감독위원장 김춘순 위원님 말씀 유념해서 검토하겠습니다.,◯사행산업통합감독위원장 김춘순 위원님 말씀 유념해서 검토하겠습니다.,◯사행산업통합감독위원장김춘순위원님말씀유념해서검토하겠습니다.,37,1,0.9,0.8975,PASS,unreviewed,5c7054218dad95229b0935fa49938bc53e5efa90e04d69313eda0638d349dbdb,A5,,
ANS_052556_T00828_T00828,QA_052556_000362,052556,2022-10-19,MSP_052556_16D7816A,김상욱,정책관,문화체육관광부관광산업,agency_official,052556_T00828,052556_T00828,1,53,53,052556_0053_0065,052556_0053_0072,052556_SEG_TURN_00828,"◯문화체육관광부관광산업정책관 김상욱  일단은 

위원님께서 지적하신 그런 부분에 대해서 저희도 

적극적으로 동감하고 있고요. 그 실태에 대해서는 

한번 카지노협회도 있고 또 카지노 업장들이 사실 

보면 대부분 외국인을 위한 그런 곳이고 일반 회

사이기 때문에 하여튼 협의를 해서, 하지 않겠다

고 하는 데를 억지로 할 수는 없어서 그것은 의견

들을 들어서 저희가 적극적으로 검토하겠습니다.
","◯문화체육관광부관광산업정책관 김상욱 일단은 위원님께서 지적하신 그런 부분에 대해서 저희도 적극적으로 동감하고 있고요. 그 실태에 대해서는 한번 카지노협회도 있고 또 카지노 업장들이 사실 보면 대부분 외국인을 위한 그런 곳이고 일반 회 사이기 때문에 하여튼 협의를 해서, 하지 않겠다 고 하는 데를 억지로 할 수는 없어서 그것은 의견 들을 들어서 저희가 적극적으로 검토하겠습니다.","◯문화체육관광부관광산업정책관 김상욱 일단은 위원님께서 지적하신 그런 부분에 대해서 저희도 적극적으로 동감하고 있고요. 그 실태에 대해서는 한번 카지노협회도 있고 또 카지노 업장들이 사실 보면 대부분 외국인을 위한 그런 곳이고 일반 회 사이기 때문에 하여튼 협의를 해서, 하지 않겠다 고 하는 데를 억지로 할 수는 없어서 그것은 의견 들을 들어서 저희가 적극적으로 검토하겠습니다.","◯문화체육관광부관광산업정책관김상욱일단은위원님께서지적하신그런부분에대해서저희도적극적으로동감하고있고요.그실태에대해서는한번카지노협회도있고또카지노업장들이사실보면대부분외국인을위한그런곳이고일반회사이기때문에하여튼협의를해서,하지않겠다고하는데를억지로할수는없어서그것은의견들을들어서저희가적극적으로검토하겠습니다.",211,2,0.9,0.8975,PASS,unreviewed,88101ac7aad5f641b6bd97e74b93090848e76a489b76c433d35b6da54ac6e05a,A5,,
ANS_053598_T00380_T00380,QA_053598_000172,053598,2023-10-24,MSP_053598_05BD22B4,최보근,국장,문화체육관광부체육,agency_official,053598_T00380,053598_T00380,1,21,21,053598_0021_0041,053598_0021_0042,053598_SEG_TURN_00380,"◯문화체육관광부체육국장 최보근  예, 동의합니

다. 그 표준계약서 한번 다시 검토해 보겠습니다.
","◯문화체육관광부체육국장 최보근 예, 동의합니 다. 그 표준계약서 한번 다시 검토해 보겠습니다.","◯문화체육관광부체육국장 최보근 예, 동의합니 다. 그 표준계약서 한번 다시 검토해 보겠습니다.","◯문화체육관광부체육국장최보근예,동의합니다.그표준계약서한번다시검토해보겠습니다.",52,2,0.9,0.8975,PASS,unreviewed,852906c93b00979f9a327aac122adf568e31e236679306491a42624b5eb17ba4,A5,,
ANS_053680_T00805_T00805,QA_053680_000332,053680,2023-10-12,MSP_053680_E61C88B9,최응천,청장,문화재,agency_head,053680_T00805,053680_T00805,1,54,54,053680_0054_0003,053680_0054_0003,053680_SEG_TURN_00805,"◯문화재청장 최응천  같이 좀 검토하겠습니다. 
",◯문화재청장 최응천 같이 좀 검토하겠습니다.,◯문화재청장 최응천 같이 좀 검토하겠습니다.,◯문화재청장최응천같이좀검토하겠습니다.,24,1,0.9,0.8975,PASS,unreviewed,9bf4a1daa57f455ea119fbe35a27e9e78063dec5c915128f1846949d3d7c231e,A5,,
ANS_054269_T00741_T00741,QA_054269_000331,054269,2024-10-10,MSP_054269_881471F9,최응천,청장,국가유산,agency_head,054269_T00741,054269_T00741,1,63,63,054269_0063_0020,054269_0063_0020,054269_SEG_TURN_00741,"◯국가유산청장최응천
예, 잘검토하겠습니다.
","◯국가유산청장최응천 예, 잘검토하겠습니다.","◯국가유산청장최응천 예, 잘검토하겠습니다.","◯국가유산청장최응천예,잘검토하겠습니다.",23,1,0.9,0.8975,PASS,unreviewed,4bcc158adc6fcc9a62944fe7d2c8b9cfef45a8e434fce0c5c1f03903c4423c83,A5,,
ANS_054345_T01232_T01232,QA_054345_000511,054345,2024-10-15,MSP_054345_17DA5862,심오택,위원장,사행산업통합감독,agency_head,054345_T01232,054345_T01232,1,94,94,054345_0094_0036,054345_0094_0037,054345_SEG_TURN_01232,"◯사행산업통합감독위원장심오택
지금위원님이지적하신것을감안해서저희들이영

상이랄지콘텐츠랄지활용방안이것을검토해보겠습니다.
",◯사행산업통합감독위원장심오택 지금위원님이지적하신것을감안해서저희들이영 상이랄지콘텐츠랄지활용방안이것을검토해보겠습니다.,◯사행산업통합감독위원장심오택 지금위원님이지적하신것을감안해서저희들이영 상이랄지콘텐츠랄지활용방안이것을검토해보겠습니다.,◯사행산업통합감독위원장심오택지금위원님이지적하신것을감안해서저희들이영상이랄지콘텐츠랄지활용방안이것을검토해보겠습니다.,63,1,0.9,0.8975,PASS,unreviewed,881295aa22d1d1d105b4d709d3cc5ecd7855c52cd648706ba73221b159c786b1,A5,,
ANS_054519_T01591_T01591,QA_054519_000738,054519,2024-10-18,MSP_054519_2F3E6071,김재홍,관장,국립중앙박물,agency_head,054519_T01591,054519_T01591,1,112,112,054519_0112_0029,054519_0112_0030,054519_SEG_TURN_01591,"◯국립중앙박물관장김재홍
예, 알겠습니다. 같이협의를해가지고요, 될수있으면별

도의공간을하든지하는여러가지방안을검토하겠습니다.
","◯국립중앙박물관장김재홍 예, 알겠습니다. 같이협의를해가지고요, 될수있으면별 도의공간을하든지하는여러가지방안을검토하겠습니다.","◯국립중앙박물관장김재홍 예, 알겠습니다. 같이협의를해가지고요, 될수있으면별 도의공간을하든지하는여러가지방안을검토하겠습니다.","◯국립중앙박물관장김재홍예,알겠습니다.같이협의를해가지고요,될수있으면별도의공간을하든지하는여러가지방안을검토하겠습니다.",67,2,0.9,0.8975,PASS,unreviewed,b7bb43490cd66bdadcfa8006034762b474a237e9c15100188ab4aca9dea70f31,A5,,
ANS_054576_T02640_T02640,QA_054576_001145,054576,2024-10-22,MSP_054576_135FD702,이기흥,회장,대한체육,agency_head,054576_T02640,054576_T02640,1,164,164,054576_0164_0028,054576_0164_0028,054576_SEG_TURN_02640,"◯대한체육회장이기흥
예, 검토하겠습니다.
","◯대한체육회장이기흥 예, 검토하겠습니다.","◯대한체육회장이기흥 예, 검토하겠습니다.","◯대한체육회장이기흥예,검토하겠습니다.",22,1,0.9,0.8975,PASS,unreviewed,659a195edd00eda3b9fb8c60657326bb781af993adbde90029d6d87f9df61625,A5,,
ANS_N053480_T00200_T00200,QA_N053480_000077,N053480,2025-10-20,MSP_N053480_92CD0C7B,직무대,원장,한국정책방송,agency_head,N053480_T00200,N053480_T00200,1,25,25,N053480_0025_0015,N053480_0025_0015,N053480_SEG_TURN_00200,"◯한국정책방송원장직무대행이찬구
상황을내부검토하겠습니다.
",◯한국정책방송원장직무대행이찬구 상황을내부검토하겠습니다.,◯한국정책방송원장직무대행이찬구 상황을내부검토하겠습니다.,◯한국정책방송원장직무대행이찬구상황을내부검토하겠습니다.,30,1,0.9,0.8975,PASS,unreviewed,9bcd3b821bb83580bb8f4b99c64bdb86ea026070645a8ddcbf0f8e1c2151fdfb,A5,,
ANS_N053480_T00453_T00453,QA_N053480_000168,N053480,2025-10-20,MSP_N053480_45DBCC29,직무대,사장,한국관광공사,agency_head,N053480_T00453,N053480_T00453,1,40,40,N053480_0040_0033,N053480_0040_0033,N053480_SEG_TURN_00453,"◯한국관광공사사장직무대행서영충
예, 더고민하고방안을마련하겠습니다.
","◯한국관광공사사장직무대행서영충 예, 더고민하고방안을마련하겠습니다.","◯한국관광공사사장직무대행서영충 예, 더고민하고방안을마련하겠습니다.","◯한국관광공사사장직무대행서영충예,더고민하고방안을마련하겠습니다.",36,1,0.9,0.8975,PASS,unreviewed,57874b5abb0d7dabc1836efcd5e5645089114430f4712cac4f14308b9251f366,A5,,
ANS_N053483_T00401_T00401,QA_N053483_000140,N053483,2025-10-23,MSP_N053483_B9CDE768,정상원,국장,문화체육관광부콘텐츠정책,agency_official,N053483_T00401,N053483_T00401,1,40,40,N053483_0040_0007,N053483_0040_0007,N053483_SEG_TURN_00401,"◯문화체육관광부콘텐츠정책국장정상원
예, 검토하겠습니다.
","◯문화체육관광부콘텐츠정책국장정상원 예, 검토하겠습니다.","◯문화체육관광부콘텐츠정책국장정상원 예, 검토하겠습니다.","◯문화체육관광부콘텐츠정책국장정상원예,검토하겠습니다.",30,1,0.9,0.8975,PASS,unreviewed,bdfc30de7e063bdf73e7f1363549614702b6ac263117572da11b192409b04018,A5,,
ANS_N053483_T00532_T00532,QA_N053483_000203,N053483,2025-10-23,MSP_N053483_B9CDE768,정상원,국장,문화체육관광부콘텐츠정책,agency_official,N053483_T00532,N053483_T00532,1,48,48,N053483_0048_0020,N053483_0048_0020,N053483_SEG_TURN_00532,"◯문화체육관광부콘텐츠정책국장정상원
예, 검토해보겠습니다.
","◯문화체육관광부콘텐츠정책국장정상원 예, 검토해보겠습니다.","◯문화체육관광부콘텐츠정책국장정상원 예, 검토해보겠습니다.","◯문화체육관광부콘텐츠정책국장정상원예,검토해보겠습니다.",31,1,0.9,0.8975,PASS,unreviewed,c234cce9accc737774f14a7456ef96c0102e1661d661ff745fdd38d2a6afcf09,A5,,
ANS_N053483_T01521_T01521,QA_N053483_000457,N053483,2025-10-23,MSP_N053483_B9CDE768,정상원,국장,문화체육관광부콘텐츠정책,agency_official,N053483_T01521,N053483_T01521,1,117,117,N053483_0117_0034,N053483_0117_0034,N053483_SEG_TURN_01521,"◯문화체육관광부콘텐츠정책국장정상원
예, 그렇게검토하겠습니다.
","◯문화체육관광부콘텐츠정책국장정상원 예, 그렇게검토하겠습니다.","◯문화체육관광부콘텐츠정책국장정상원 예, 그렇게검토하겠습니다.","◯문화체육관광부콘텐츠정책국장정상원예,그렇게검토하겠습니다.",33,1,0.9,0.8975,PASS,unreviewed,07ef783c5858440a72577f56cfa8ba90d6da86211ef809a6bdc62b6724fae0ed,A5,,
ANS_N053487_T01709_T01709,QA_N053487_000624,N053487,2025-10-29,MSP_N053487_627A1FF2,유홍준,관장,국립중앙박물,agency_head,N053487_T01709,N053487_T01709,1,140,140,N053487_0140_0017,N053487_0140_0018,N053487_SEG_TURN_01709,"◯국립중앙박물관장유홍준
예, 한번종합적으로검토해보겠습니다.

여태까지는박물관에서큰실수없이신뢰할수있는곳을그동안……
","◯국립중앙박물관장유홍준 예, 한번종합적으로검토해보겠습니다. 여태까지는박물관에서큰실수없이신뢰할수있는곳을그동안......","◯국립중앙박물관장유홍준 예, 한번종합적으로검토해보겠습니다. 여태까지는박물관에서큰실수없이신뢰할수있는곳을그동안......","◯국립중앙박물관장유홍준예,한번종합적으로검토해보겠습니다.여태까지는박물관에서큰실수없이신뢰할수있는곳을그동안......",65,2,0.9,0.8975,PASS,unreviewed,08315b8de167a6b1060c2957728b9762bfc7acbc61b44f7310443a8d6558f0c3,A5,,
ANS_050308_T00028_T00028,QA_050308_000005,050308,2020-10-07,MSP_050308_64CA9D06,관박양우,부장,문화체육관광,agency_official,050308_T00028,050308_T00028,1,7,7,050308_0007_0024,050308_0007_0026,050308_SEG_TURN_00028,"◯문화체육관광부장관박양우
존경하는배위원

님,
자료제출을
문체위에서
의결해서
저희들이

그시한에맞춰서최소한드리려고했고요. 다만
모르겠습니다, 공손히어떻게……
","◯문화체육관광부장관박양우 존경하는배위원 님, 자료제출을 문체위에서 의결해서 저희들이 그시한에맞춰서최소한드리려고했고요. 다만 모르겠습니다, 공손히어떻게......","◯문화체육관광부장관박양우 존경하는배위원 님, 자료제출을 문체위에서 의결해서 저희들이 그시한에맞춰서최소한드리려고했고요. 다만 모르겠습니다, 공손히어떻게......","◯문화체육관광부장관박양우존경하는배위원님,자료제출을문체위에서의결해서저희들이그시한에맞춰서최소한드리려고했고요.다만모르겠습니다,공손히어떻게......",89,2,0.9,0.8975,PASS,unreviewed,84898cd793bf225203371f30e8434249a99c252f48b2695227c7932364013329,A6,,
ANS_050350_T01034_T01034,QA_050350_000453,050350,2020-10-12,MSP_050350_17297164,진옥섭,이사장,한국문화재재단,agency_head,050350_T01034,050350_T01034,1,66,66,050350_0066_0024,050350_0066_0043,050350_SEG_TURN_01034,"◯한국문화재재단이사장 진옥섭  저희 재단은 수

지차 보전기관입니다. 그래서 국가의 어떤 공공

기관이지만 모든 예산을 다 주지 않습니다.

  저희가 지금 그것을 담당하는 것은 문화상품실

인데 거기에 있는 직원들은 어떤 경상비를 갖지 

못하고 그쪽에 있는 사업들을 하여서 그 사업의 

이익으로, 
대부분의 
이익금이 
인건비로 
쓰이고 

그다음에 어떤 사업 제경비로 쓰이고 있습니다.

  수수료 요율이 굉장히 높아 보이고 그런 부분

들은 사실이지만 저희는 한국문화재재단입니다. 

문화재 선생님들이 존재하므로 저희가 존재하기 

때문에 그래서 늘 선생님들께 가격에 대한 협상

들을 하는데 그중에서, 선생님들 중에서 조금 그

런 생각으로 쓰신 분이 있으실지 모르겠지만 저

희는 선생님들의 최대한의 것들을 배려하고 또 

거기에서 손실이 난다면 다른 이익을 취해서 저

희의 수지를 맞춰 가기 때문에……

  말씀하신 
부분들을 
잘 
알아듣겠고요. 
그리고 

저희가 또 좋은 방법으로 해서 서면으로 답변을 

하도록 하겠습니다.
","◯한국문화재재단이사장 진옥섭 저희 재단은 수 지차 보전기관입니다. 그래서 국가의 어떤 공공 기관이지만 모든 예산을 다 주지 않습니다. 저희가 지금 그것을 담당하는 것은 문화상품실 인데 거기에 있는 직원들은 어떤 경상비를 갖지 못하고 그쪽에 있는 사업들을 하여서 그 사업의 이익으로, 대부분의 이익금이 인건비로 쓰이고 그다음에 어떤 사업 제경비로 쓰이고 있습니다. 수수료 요율이 굉장히 높아 보이고 그런 부분 들은 사실이지만 저희는 한국문화재재단입니다. 문화재 선생님들이 존재하므로 저희가 존재하기 때문에 그래서 늘 선생님들께 가격에 대한 협상 들을 하는데 그중에서, 선생님들 중에서 조금 그 런 생각으로 쓰신 분이 있으실지 모르겠지만 저 희는 선생님들의 최대한의 것들을 배려하고 또 거기에서 손실이 난다면 다른 이익을 취해서 저 희의 수지를 맞춰 가기 때문에...... 말씀하신 부분들을 잘 알아듣겠고요. 그리고 저희가 또 좋은 방법으로 해서 서면으로 답변을 하도록 하겠습니다.","◯한국문화재재단이사장 진옥섭 저희 재단은 수 지차 보전기관입니다. 그래서 국가의 어떤 공공 기관이지만 모든 예산을 다 주지 않습니다. 저희가 지금 그것을 담당하는 것은 문화상품실 인데 거기에 있는 직원들은 어떤 경상비를 갖지 못하고 그쪽에 있는 사업들을 하여서 그 사업의 이익으로, 대부분의 이익금이 인건비로 쓰이고 그다음에 어떤 사업 제경비로 쓰이고 있습니다. 수수료 요율이 굉장히 높아 보이고 그런 부분 들은 사실이지만 저희는 한국문화재재단입니다. 문화재 선생님들이 존재하므로 저희가 존재하기 때문에 그래서 늘 선생님들께 가격에 대한 협상 들을 하는데 그중에서, 선생님들 중에서 조금 그 런 생각으로 쓰신 분이 있으실지 모르겠지만 저 희는 선생님들의 최대한의 것들을 배려하고 또 거기에서 손실이 난다면 다른 이익을 취해서 저 희의 수지를 맞춰 가기 때문에...... 말씀하신 부분들을 잘 알아듣겠고요. 그리고 저희가 또 좋은 방법으로 해서 서면으로 답변을 하도록 하겠습니다.","◯한국문화재재단이사장진옥섭저희재단은수지차보전기관입니다.그래서국가의어떤공공기관이지만모든예산을다주지않습니다.저희가지금그것을담당하는것은문화상품실인데거기에있는직원들은어떤경상비를갖지못하고그쪽에있는사업들을하여서그사업의이익으로,대부분의이익금이인건비로쓰이고그다음에어떤사업제경비로쓰이고있습니다.수수료요율이굉장히높아보이고그런부분들은사실이지만저희는한국문화재재단입니다.문화재선생님들이존재하므로저희가존재하기때문에그래서늘선생님들께가격에대한협상들을하는데그중에서,선생님들중에서조금그런생각으로쓰신분이있으실지모르겠지만저희는선생님들의최대한의것들을배려하고또거기에서손실이난다면다른이익을취해서저희의수지를맞춰가기때문에......말씀하신부분들을잘알아듣겠고요.그리고저희가또좋은방법으로해서서면으로답변을하도록하겠습니다.",491,7,0.9,0.8975,PASS,unreviewed,ed934144ab7ae9787d22e36de8c527ed768d387b661b4c3f027c7458b14c6cb2,A6,,
ANS_050350_T01046_T01046,QA_050350_000458,050350,2020-10-12,MSP_050350_F366C4B4,정재숙,청장,문화재,agency_head,050350_T01046,050350_T01046,1,67,67,050350_0067_0031,050350_0067_0031,050350_SEG_TURN_01046,"◯문화재청장 정재숙  예, 보고드리겠습니다.
","◯문화재청장 정재숙 예, 보고드리겠습니다.","◯문화재청장 정재숙 예, 보고드리겠습니다.","◯문화재청장정재숙예,보고드리겠습니다.",23,1,0.9,0.8975,PASS,unreviewed,228d80d02e0e5060e261da26d5d53057629d5bb738e10e1eaeac75117fa5c0bf,A6,,
ANS_050430_T00030_T00030,QA_050430_000007,050430,2020-10-26,MSP_050430_F366C4B4,정재숙,청장,문화재,agency_head,050430_T00030,050430_T00030,1,9,9,050430_0009_0064,050430_0009_0065,050430_SEG_TURN_00030,"◯문화재청장 정재숙  그건 저희가 내부에서 조

금 더 의논하고 위원님께 보고드리겠습니다.
",◯문화재청장 정재숙 그건 저희가 내부에서 조 금 더 의논하고 위원님께 보고드리겠습니다.,◯문화재청장 정재숙 그건 저희가 내부에서 조 금 더 의논하고 위원님께 보고드리겠습니다.,◯문화재청장정재숙그건저희가내부에서조금더의논하고위원님께보고드리겠습니다.,48,1,0.9,0.8975,PASS,unreviewed,f7424fffe5622b27d4708cf9eaca2da4c8ad0074fa71441e27a47af749815e79,A6,,
ANS_050430_T00426_T00426,QA_050430_000183,050430,2020-10-26,MSP_050430_F366C4B4,정재숙,청장,문화재,agency_head,050430_T00426,050430_T00426,1,40,40,050430_0040_0080,050430_0040_0083,050430_SEG_TURN_00426,"◯문화재청장 정재숙  예. 11월 중에 저희가 관

련 조사결과를 종합한 학술대회를 지금 계획하고 

있습니다. 
그것까지 
포함해서 
종합적인 
내용을 

보고드리겠습니다. 
",◯문화재청장 정재숙 예. 11월 중에 저희가 관 련 조사결과를 종합한 학술대회를 지금 계획하고 있습니다. 그것까지 포함해서 종합적인 내용을 보고드리겠습니다.,◯문화재청장 정재숙 예. 11월 중에 저희가 관 련 조사결과를 종합한 학술대회를 지금 계획하고 있습니다. 그것까지 포함해서 종합적인 내용을 보고드리겠습니다.,◯문화재청장정재숙예.11월중에저희가관련조사결과를종합한학술대회를지금계획하고있습니다.그것까지포함해서종합적인내용을보고드리겠습니다.,87,3,0.9,0.8975,PASS,unreviewed,fcc76f93da4b5f5a9d92e04ee830bbb562f1be5d1abb71c5d79a1d8d8d0f4637,A6,,
