segment_no,vector_row
050308_SEG_TURN_00594,162
050615_SEG_PREV_CURR_00997,163
050615_SEG_CURR_NEXT_00996,164
050606_SEG_TURN_01100,165
050308_SEG_PREV_CURR_00595,166
050308_SEG_CURR_NEXT_00594,167
050606_SEG_PREV_CURR_01101,168
050606_SEG_CURR_NEXT_01100,169
050673_SEG_CURR_NEXT_00167,170
050673_SEG_PREV_CURR_00168,171
050492_SEG_TURN_01253,172
050492_SEG_TURN_01283,173
050308_SEG_TURN_00893,174
050606_SEG_PREV_CURR_01100,175
050606_SEG_CURR_NEXT_01099,176
050606_SEG_TURN_01192,177
050673_SEG_PREV_CURR_00169,178
050673_SEG_CURR_NEXT_00168,179
050492_SEG_TURN_01251,180
050308_SEG_CURR_NEXT_00593,181
050308_SEG_PREV_CURR_00594,182
050615_SEG_TURN_00832,183
050673_SEG_TURN_00707,184
050492_SEG_TURN_01255,185
050606_SEG_PREV_CURR_01193,186
050615_SEG_TURN_00468,187
050615_SEG_CURR_NEXT_00467,188
050615_SEG_PREV_CURR_00468,189
050615_SEG_CURR_NEXT_00468,190
050615_SEG_PREV_CURR_00469,191
050615_SEG_TURN_01182,192
050350_SEG_TURN_01266,193
050430_SEG_TURN_00879,194
050492_SEG_TURN_01582,195
050673_SEG_TURN_00634,196
050673_SEG_PREV_CURR_00634,197
050673_SEG_CURR_NEXT_00633,198
050673_SEG_PREV_CURR_00635,199
050673_SEG_CURR_NEXT_00634,200
050615_SEG_CURR_NEXT_01182,201
050615_SEG_PREV_CURR_01183,202
050492_SEG_PREV_CURR_01583,203
050492_SEG_CURR_NEXT_01582,204
050615_SEG_TURN_00472,205
050430_SEG_PREV_CURR_00880,206
050430_SEG_CURR_NEXT_00879,207
050350_SEG_PREV_CURR_01266,208
050350_SEG_CURR_NEXT_01265,209
050350_SEG_TURN_00755,210
050430_SEG_TURN_00003,211
050430_SEG_PREV_CURR_00004,212
050430_SEG_CURR_NEXT_00003,213
050492_SEG_TURN_01033,214
050308_SEG_TURN_00224,215
050492_SEG_CURR_NEXT_01581,216
050492_SEG_PREV_CURR_01582,217
050308_SEG_CURR_NEXT_00223,218
050308_SEG_PREV_CURR_00224,219
050430_SEG_TURN_00516,220
050615_SEG_CURR_NEXT_00471,221
050615_SEG_PREV_CURR_00472,222
050492_SEG_CURR_NEXT_01032,223
050492_SEG_PREV_CURR_01033,224
050615_SEG_PREV_CURR_00473,225
050615_SEG_CURR_NEXT_00472,226
050430_SEG_CURR_NEXT_00516,227
050430_SEG_PREV_CURR_00517,228
050350_SEG_PREV_CURR_00755,229
050350_SEG_CURR_NEXT_00754,230
050430_SEG_CURR_NEXT_00515,231
050430_SEG_PREV_CURR_00516,232
050673_SEG_TURN_00158,233
050308_SEG_TURN_00957,234
050492_SEG_TURN_01021,235
050308_SEG_TURN_00330,236
050430_SEG_TURN_00930,237
050308_SEG_TURN_00502,238
050430_SEG_CURR_NEXT_00760,239
050430_SEG_PREV_CURR_00761,240
050430_SEG_TURN_00761,241
050430_SEG_TURN_00285,242
050673_SEG_TURN_00109,243
050308_SEG_CURR_NEXT_00502,244
050308_SEG_PREV_CURR_00503,245
050673_SEG_TURN_01026,246
050606_SEG_TURN_00535,247
050606_SEG_PREV_CURR_00536,248
050606_SEG_CURR_NEXT_00535,249
050606_SEG_PREV_CURR_00535,250
050606_SEG_CURR_NEXT_00534,251
050308_SEG_TURN_00373,252
050308_SEG_TURN_00819,253
050308_SEG_TURN_00497,254
050308_SEG_CURR_NEXT_00372,255
050308_SEG_PREV_CURR_00373,256
050308_SEG_PREV_CURR_00819,257
050308_SEG_CURR_NEXT_00818,258
050308_SEG_PREV_CURR_00498,259
050308_SEG_CURR_NEXT_00497,260
050430_SEG_PREV_CURR_00286,261
050430_SEG_CURR_NEXT_00285,262
050308_SEG_PREV_CURR_00820,263
050308_SEG_CURR_NEXT_00819,264
050430_SEG_CURR_NEXT_00929,265
050430_SEG_PREV_CURR_00930,266
050308_SEG_PREV_CURR_00497,267
050308_SEG_CURR_NEXT_00496,268
050308_SEG_PREV_CURR_00374,269
050308_SEG_CURR_NEXT_00373,270
050308_SEG_PREV_CURR_00330,271
050308_SEG_CURR_NEXT_00329,272
050673_SEG_PREV_CURR_00110,273
050673_SEG_CURR_NEXT_00109,274
050308_SEG_TURN_00072,275
050430_SEG_CURR_NEXT_00759,276
050430_SEG_PREV_CURR_00760,277
050673_SEG_CURR_NEXT_01025,278
050673_SEG_PREV_CURR_01026,279
050673_SEG_PREV_CURR_01027,280
050308_SEG_TURN_00375,281
050673_SEG_PREV_CURR_00210,282
050673_SEG_CURR_NEXT_00209,283
050673_SEG_TURN_00023,284
050673_SEG_CURR_NEXT_00022,285
050673_SEG_PREV_CURR_00023,286
050673_SEG_CURR_NEXT_00023,287
050673_SEG_PREV_CURR_00024,288
050673_SEG_CURR_NEXT_00208,289
050673_SEG_PREV_CURR_00209,290
050308_SEG_CURR_NEXT_00375,291
050308_SEG_PREV_CURR_00376,292
050673_SEG_TURN_00656,293
050615_SEG_TURN_01159,294
050606_SEG_TURN_00903,295
050308_SEG_CURR_NEXT_00374,296
050308_SEG_PREV_CURR_00375,297
050606_SEG_TURN_00253,298
050673_SEG_CURR_NEXT_00194,299
050673_SEG_PREV_CURR_00195,300
050673_SEG_TURN_00809,301
050606_SEG_CURR_NEXT_00902,302
050606_SEG_PREV_CURR_00903,303
050673_SEG_TURN_01064,304
050606_SEG_TURN_00224,305
050615_SEG_CURR_NEXT_01158,306
050615_SEG_PREV_CURR_01159,307
050606_SEG_TURN_00986,308
050350_SEG_TURN_00261,309
050615_SEG_TURN_00139,310
050673_SEG_TURN_00195,311
050606_SEG_CURR_NEXT_00223,312
050606_SEG_PREV_CURR_00224,313
050606_SEG_PREV_CURR_00254,314
050606_SEG_CURR_NEXT_00253,315
050673_SEG_TURN_00687,316
050615_SEG_TURN_00676,317
050430_SEG_TURN_01224,318
050492_SEG_TURN_01081,319
050673_SEG_TURN_00194,320
050673_SEG_TURN_00812,321
050615_SEG_CURR_NEXT_00139,322
050615_SEG_PREV_CURR_00140,323
050615_SEG_CURR_NEXT_00676,324
050673_SEG_TURN_00342,325
050673_SEG_CURR_NEXT_00341,326
050673_SEG_PREV_CURR_00342,327
050673_SEG_CURR_NEXT_00342,328
050673_SEG_PREV_CURR_00343,329
050673_SEG_TURN_00345,330
050673_SEG_PREV_CURR_00345,331
050673_SEG_CURR_NEXT_00344,332
050673_SEG_PREV_CURR_00346,333
050673_SEG_CURR_NEXT_00345,334
050615_SEG_TURN_00540,335
050673_SEG_TURN_01002,336
050615_SEG_CURR_NEXT_00539,337
050615_SEG_PREV_CURR_00540,338
050673_SEG_PREV_CURR_01003,339
050673_SEG_CURR_NEXT_01002,340
050615_SEG_CURR_NEXT_00540,341
050615_SEG_PREV_CURR_00541,342
050673_SEG_PREV_CURR_01002,343
050673_SEG_CURR_NEXT_01001,344
050673_SEG_TURN_00340,345
050673_SEG_PREV_CURR_00341,346
050673_SEG_CURR_NEXT_00340,347
050492_SEG_TURN_00960,348
050673_SEG_PREV_CURR_00340,349
050673_SEG_CURR_NEXT_00339,350
050308_SEG_TURN_00604,351
050615_SEG_TURN_00650,352
050492_SEG_PREV_CURR_00960,353
050492_SEG_CURR_NEXT_00959,354
050492_SEG_PREV_CURR_00961,355
050492_SEG_CURR_NEXT_00960,356
050673_SEG_TURN_00332,357
050606_SEG_TURN_01210,358
050308_SEG_TURN_00080,359
050308_SEG_PREV_CURR_00086,360
050308_SEG_CURR_NEXT_00085,361
050308_SEG_CURR_NEXT_00080,362
050308_SEG_PREV_CURR_00081,363
050308_SEG_CURR_NEXT_00086,364
050308_SEG_PREV_CURR_00087,365
050308_SEG_CURR_NEXT_00079,366
050308_SEG_PREV_CURR_00080,367
050308_SEG_TURN_00086,368
050308_SEG_TURN_00085,369
050308_SEG_CURR_NEXT_00084,370
050308_SEG_PREV_CURR_00085,371
050308_SEG_TURN_00087,372
050308_SEG_TURN_00084,373
050308_SEG_TURN_00276,374
050308_SEG_PREV_CURR_00084,375
050308_SEG_CURR_NEXT_00083,376
050308_SEG_CURR_NEXT_00276,377
050308_SEG_PREV_CURR_00277,378
050308_SEG_CURR_NEXT_00275,379
050308_SEG_PREV_CURR_00276,380
050606_SEG_TURN_00347,381
050606_SEG_CURR_NEXT_00347,382
050606_SEG_PREV_CURR_00348,383
050606_SEG_CURR_NEXT_00346,384
050606_SEG_PREV_CURR_00347,385
050606_SEG_TURN_01168,386
050308_SEG_TURN_00840,387
050615_SEG_CURR_NEXT_00491,388
050615_SEG_PREV_CURR_00492,389
050308_SEG_TURN_00689,390
050308_SEG_CURR_NEXT_00087,391
050308_SEG_PREV_CURR_00088,392
050308_SEG_TURN_00916,393
050673_SEG_TURN_00438,394
050350_SEG_TURN_00011,395
050606_SEG_CURR_NEXT_01167,396
050606_SEG_PREV_CURR_01168,397
050308_SEG_CURR_NEXT_00689,398
050308_SEG_PREV_CURR_00690,399
050615_SEG_TURN_00353,400
050308_SEG_CURR_NEXT_00916,401
050308_SEG_PREV_CURR_00917,402
050350_SEG_PREV_CURR_00012,403
050350_SEG_CURR_NEXT_00011,404
050308_SEG_CURR_NEXT_00839,405
050308_SEG_PREV_CURR_00840,406
050492_SEG_TURN_00666,407
050673_SEG_TURN_00391,408
050430_SEG_TURN_00557,409
050673_SEG_TURN_00369,410
050350_SEG_TURN_00073,411
050673_SEG_TURN_01147,412
050350_SEG_PREV_CURR_00073,413
050350_SEG_CURR_NEXT_00072,414
050350_SEG_TURN_01099,415
050673_SEG_PREV_CURR_00439,416
050673_SEG_CURR_NEXT_00438,417
050673_SEG_PREV_CURR_00438,418
050673_SEG_CURR_NEXT_00437,419
050492_SEG_TURN_00079,420
050673_SEG_PREV_CURR_00369,421
050673_SEG_CURR_NEXT_00368,422
050492_SEG_CURR_NEXT_00665,423
050492_SEG_PREV_CURR_00666,424
050606_SEG_TURN_01679,425
050350_SEG_CURR_NEXT_01099,426
050350_SEG_PREV_CURR_01100,427
050308_SEG_TURN_00682,428
050606_SEG_TURN_00437,429
050673_SEG_TURN_00490,430
050606_SEG_TURN_00990,431
050308_SEG_PREV_CURR_00683,432
050308_SEG_CURR_NEXT_00682,433
050673_SEG_TURN_00574,434
050350_SEG_TURN_00227,435
050492_SEG_TURN_00725,436
050492_SEG_TURN_00696,437
050350_SEG_CURR_NEXT_00227,438
050350_SEG_PREV_CURR_00228,439
050615_SEG_TURN_00556,440
050492_SEG_CURR_NEXT_00666,441
050492_SEG_PREV_CURR_00667,442
050673_SEG_CURR_NEXT_00573,443
050673_SEG_PREV_CURR_00574,444
050350_SEG_PREV_CURR_00227,445
050350_SEG_CURR_NEXT_00226,446
050673_SEG_PREV_CURR_01147,447
050673_SEG_CURR_NEXT_01146,448
050673_SEG_TURN_00989,449
050673_SEG_PREV_CURR_00391,450
050673_SEG_CURR_NEXT_00390,451
050308_SEG_PREV_CURR_00682,452
050308_SEG_CURR_NEXT_00681,453
050606_SEG_CURR_NEXT_00437,454
050673_SEG_TURN_01197,455
050673_SEG_TURN_00427,456
050673_SEG_TURN_00545,457
050673_SEG_PREV_CURR_01198,458
050673_SEG_CURR_NEXT_01197,459
050673_SEG_CURR_NEXT_00426,460
050673_SEG_PREV_CURR_00427,461
050673_SEG_PREV_CURR_00546,462
050673_SEG_CURR_NEXT_00545,463
050673_SEG_TURN_00557,464
050673_SEG_CURR_NEXT_00546,465
050673_SEG_PREV_CURR_00547,466
050673_SEG_TURN_00429,467
050673_SEG_CURR_NEXT_00427,468
050673_SEG_PREV_CURR_00428,469
050673_SEG_TURN_00547,470
050673_SEG_TURN_00551,471
050492_SEG_TURN_01285,472
050673_SEG_TURN_00563,473
050673_SEG_TURN_00433,474
050673_SEG_TURN_00546,475
050492_SEG_CURR_NEXT_01285,476
050492_SEG_PREV_CURR_01286,477
050492_SEG_CURR_NEXT_01284,478
050492_SEG_PREV_CURR_01285,479
050673_SEG_TURN_00553,480
050673_SEG_PREV_CURR_00548,481
050673_SEG_CURR_NEXT_00547,482
050673_SEG_PREV_CURR_00557,483
050673_SEG_CURR_NEXT_00556,484
050673_SEG_PREV_CURR_00558,485
050673_SEG_CURR_NEXT_00557,486
050673_SEG_TURN_00561,487
050673_SEG_TURN_00555,488
050673_SEG_CURR_NEXT_00544,489
050673_SEG_PREV_CURR_00545,490
050673_SEG_TURN_00031,491
050673_SEG_CURR_NEXT_00553,492
050673_SEG_PREV_CURR_00554,493
050673_SEG_PREV_CURR_00552,494
050673_SEG_CURR_NEXT_00551,495
050673_SEG_CURR_NEXT_01196,496
050673_SEG_PREV_CURR_01197,497
050673_SEG_TURN_00559,498
050673_SEG_CURR_NEXT_00554,499
050673_SEG_PREV_CURR_00555,500
050673_SEG_CURR_NEXT_00030,501
050673_SEG_PREV_CURR_00031,502
050673_SEG_TURN_00998,503
050673_SEG_TURN_01088,504
050673_SEG_TURN_01090,505
050673_SEG_TURN_01008,506
050673_SEG_TURN_00992,507
050673_SEG_TURN_00996,508
050673_SEG_PREV_CURR_00999,509
050673_SEG_CURR_NEXT_00998,510
050673_SEG_TURN_00990,511
050673_SEG_TURN_01006,512
050673_SEG_PREV_CURR_00998,513
050673_SEG_CURR_NEXT_00997,514
050673_SEG_TURN_01004,515
050673_SEG_PREV_CURR_00992,516
050673_SEG_CURR_NEXT_00991,517
050673_SEG_PREV_CURR_00997,518
050673_SEG_CURR_NEXT_00996,519
050430_SEG_TURN_00197,520
050673_SEG_PREV_CURR_01008,521
050673_SEG_CURR_NEXT_01007,522
050673_SEG_PREV_CURR_00991,523
050673_SEG_CURR_NEXT_00990,524
050673_SEG_PREV_CURR_00990,525
050673_SEG_CURR_NEXT_00989,526
050673_SEG_TURN_00016,527
050673_SEG_PREV_CURR_01009,528
050673_SEG_CURR_NEXT_01008,529
050606_SEG_TURN_01424,530
050673_SEG_PREV_CURR_00996,531
050673_SEG_CURR_NEXT_00995,532
050430_SEG_PREV_CURR_00198,533
050430_SEG_CURR_NEXT_00197,534
050673_SEG_PREV_CURR_01007,535
050673_SEG_CURR_NEXT_01006,536
050673_SEG_PREV_CURR_01004,537
050673_SEG_CURR_NEXT_01003,538
050606_SEG_PREV_CURR_01424,539
050606_SEG_CURR_NEXT_01423,540
050606_SEG_PREV_CURR_01425,541
050606_SEG_CURR_NEXT_01424,542
050673_SEG_CURR_NEXT_00992,543
050673_SEG_PREV_CURR_00993,544
050673_SEG_CURR_NEXT_01005,545
050673_SEG_PREV_CURR_01006,546
050673_SEG_PREV_CURR_00017,547
050673_SEG_TURN_00329,548
050673_SEG_TURN_01159,549
050673_SEG_TURN_00538,550
050673_SEG_CURR_NEXT_01158,551
050673_SEG_PREV_CURR_01159,552
050673_SEG_CURR_NEXT_01159,553
050673_SEG_PREV_CURR_01160,554
050673_SEG_TURN_00948,555
050350_SEG_TURN_00167,556
050673_SEG_PREV_CURR_00330,557
050673_SEG_CURR_NEXT_00329,558
050673_SEG_CURR_NEXT_00537,559
050673_SEG_PREV_CURR_00538,560
050430_SEG_TURN_00570,561
050673_SEG_TURN_00295,562
050673_SEG_PREV_CURR_00295,563
050673_SEG_CURR_NEXT_00294,564
050673_SEG_TURN_01118,565
050673_SEG_PREV_CURR_00296,566
050673_SEG_CURR_NEXT_00295,567
050430_SEG_PREV_CURR_00570,568
050430_SEG_CURR_NEXT_00569,569
050673_SEG_TURN_00986,570
050350_SEG_TURN_00885,571
050673_SEG_CURR_NEXT_00986,572
050673_SEG_PREV_CURR_00987,573
050673_SEG_PREV_CURR_00986,574
050673_SEG_CURR_NEXT_00985,575
050673_SEG_CURR_NEXT_00367,576
050673_SEG_PREV_CURR_00368,577
050350_SEG_CURR_NEXT_00166,578
050350_SEG_PREV_CURR_00167,579
050430_SEG_CURR_NEXT_00570,580
050430_SEG_PREV_CURR_00571,581
050673_SEG_PREV_CURR_01119,582
050673_SEG_CURR_NEXT_01118,583
050673_SEG_CURR_NEXT_00328,584
050673_SEG_PREV_CURR_00329,585
050673_SEG_PREV_CURR_00116,586
050673_SEG_CURR_NEXT_00115,587
050606_SEG_TURN_00626,588
050308_SEG_TURN_00228,589
050308_SEG_CURR_NEXT_00228,590
050308_SEG_PREV_CURR_00229,591
050308_SEG_CURR_NEXT_00227,592
050308_SEG_PREV_CURR_00228,593
050606_SEG_CURR_NEXT_00625,594
050606_SEG_PREV_CURR_00626,595
050606_SEG_PREV_CURR_00627,596
050606_SEG_CURR_NEXT_00626,597
050308_SEG_TURN_00233,598
050308_SEG_PREV_CURR_00233,599
050308_SEG_CURR_NEXT_00232,600
050308_SEG_PREV_CURR_00234,601
050308_SEG_CURR_NEXT_00233,602
050308_SEG_TURN_00230,603
050308_SEG_PREV_CURR_00230,604
050308_SEG_CURR_NEXT_00229,605
050606_SEG_TURN_00706,606
050308_SEG_CURR_NEXT_00230,607
050308_SEG_PREV_CURR_00231,608
050308_SEG_TURN_00235,609
050606_SEG_PREV_CURR_00956,610
050606_SEG_CURR_NEXT_00955,611
050308_SEG_CURR_NEXT_00234,612
050308_SEG_PREV_CURR_00235,613
050615_SEG_TURN_00435,614
050308_SEG_TURN_01053,615
050350_SEG_TURN_00932,616
050615_SEG_PREV_CURR_00435,617
050615_SEG_CURR_NEXT_00434,618
050308_SEG_TURN_00318,619
050308_SEG_TURN_00231,620
050615_SEG_PREV_CURR_00436,621
050615_SEG_CURR_NEXT_00435,622
050673_SEG_PREV_CURR_00440,623
050606_SEG_TURN_00012,624
050606_SEG_CURR_NEXT_00012,625
050606_SEG_PREV_CURR_00013,626
050606_SEG_TURN_00013,627
050606_SEG_PREV_CURR_00014,628
050606_SEG_CURR_NEXT_00013,629
050606_SEG_TURN_01058,630
050606_SEG_PREV_CURR_01059,631
050606_SEG_CURR_NEXT_01058,632
050606_SEG_TURN_00015,633
050606_SEG_CURR_NEXT_01057,634
050606_SEG_PREV_CURR_01058,635
050606_SEG_CURR_NEXT_00014,636
050606_SEG_PREV_CURR_00015,637
050606_SEG_PREV_CURR_00016,638
050606_SEG_CURR_NEXT_00015,639
050606_SEG_TURN_01275,640
050606_SEG_TURN_00662,641
050606_SEG_TURN_00373,642
050606_SEG_PREV_CURR_01276,643
050606_SEG_CURR_NEXT_01275,644
050606_SEG_CURR_NEXT_01274,645
050606_SEG_PREV_CURR_01275,646
050606_SEG_PREV_CURR_00374,647
050606_SEG_CURR_NEXT_00373,648
050606_SEG_PREV_CURR_00373,649
050606_SEG_CURR_NEXT_00372,650
050606_SEG_TURN_01530,651
050606_SEG_CURR_NEXT_00002,652
050606_SEG_PREV_CURR_00003,653
050606_SEG_PREV_CURR_00002,654
050606_SEG_CURR_NEXT_00001,655
050606_SEG_TURN_00002,656
050606_SEG_TURN_01692,657
050606_SEG_TURN_00027,658
050606_SEG_CURR_NEXT_00026,659
050606_SEG_PREV_CURR_00027,660
050606_SEG_PREV_CURR_00028,661
050606_SEG_CURR_NEXT_00027,662
050606_SEG_PREV_CURR_01530,663
050606_SEG_CURR_NEXT_01529,664
050606_SEG_PREV_CURR_01692,665
050606_SEG_CURR_NEXT_01691,666
050606_SEG_CURR_NEXT_01530,667
050606_SEG_PREV_CURR_01531,668
050308_SEG_TURN_00956,669
050308_SEG_PREV_CURR_00957,670
050308_SEG_CURR_NEXT_00956,671
050673_SEG_TURN_00159,672
050350_SEG_TURN_01315,673
050615_SEG_TURN_01332,674
050308_SEG_TURN_00092,675
050615_SEG_PREV_CURR_01333,676
050615_SEG_CURR_NEXT_01332,677
050615_SEG_PREV_CURR_01332,678
050615_SEG_CURR_NEXT_01331,679
050350_SEG_TURN_01321,680
050308_SEG_PREV_CURR_00093,681
050308_SEG_CURR_NEXT_00092,682
050308_SEG_PREV_CURR_00092,683
050308_SEG_CURR_NEXT_00091,684
050350_SEG_PREV_CURR_01315,685
050350_SEG_CURR_NEXT_01314,686
050606_SEG_TURN_00709,687
050615_SEG_PREV_CURR_00833,688
050615_SEG_CURR_NEXT_00832,689
050350_SEG_CURR_NEXT_01315,690
050350_SEG_PREV_CURR_01316,691
050308_SEG_CURR_NEXT_00955,692
050308_SEG_PREV_CURR_00956,693
050606_SEG_TURN_01542,694
050308_SEG_TURN_00203,695
050606_SEG_CURR_NEXT_00709,696
050606_SEG_PREV_CURR_00710,697
050606_SEG_CURR_NEXT_00708,698
050606_SEG_PREV_CURR_00709,699
050350_SEG_CURR_NEXT_01321,700
050350_SEG_PREV_CURR_01322,701
050606_SEG_PREV_CURR_01543,702
050606_SEG_CURR_NEXT_01542,703
050606_SEG_TURN_00102,704
050606_SEG_TURN_00056,705
050606_SEG_TURN_01090,706
050492_SEG_TURN_01046,707
050615_SEG_TURN_00896,708
050615_SEG_PREV_CURR_00897,709
050615_SEG_CURR_NEXT_00896,710
050615_SEG_PREV_CURR_00896,711
050615_SEG_CURR_NEXT_00895,712
050615_SEG_TURN_00900,713
050615_SEG_CURR_NEXT_00899,714
050615_SEG_PREV_CURR_00900,715
050492_SEG_PREV_CURR_01047,716
050492_SEG_CURR_NEXT_01046,717
050615_SEG_CURR_NEXT_00900,718
050615_SEG_PREV_CURR_00901,719
050673_SEG_TURN_00756,720
050430_SEG_CURR_NEXT_00878,721
050430_SEG_PREV_CURR_00879,722
050673_SEG_TURN_01115,723
050673_SEG_CURR_NEXT_00755,724
050673_SEG_PREV_CURR_00756,725
050673_SEG_TURN_00646,726
050615_SEG_TURN_00629,727
050606_SEG_TURN_00125,728
050606_SEG_TURN_00871,729
050673_SEG_PREV_CURR_00647,730
050673_SEG_CURR_NEXT_00646,731
