segment_no,vector_row
050615_SEG_PREV_CURR_01099,1732
050615_SEG_CURR_NEXT_01098,1733
050606_SEG_TURN_00806,1734
050606_SEG_TURN_00249,1735
050673_SEG_CURR_NEXT_00166,1736
050673_SEG_PREV_CURR_00167,1737
050606_SEG_CURR_NEXT_00805,1738
050606_SEG_PREV_CURR_00806,1739
050492_SEG_TURN_01209,1740
050430_SEG_CURR_NEXT_00631,1741
050430_SEG_PREV_CURR_00632,1742
050350_SEG_TURN_01176,1743
050606_SEG_PREV_CURR_00249,1744
050606_SEG_CURR_NEXT_00248,1745
050615_SEG_TURN_00146,1746
050430_SEG_CURR_NEXT_00194,1747
050430_SEG_PREV_CURR_00195,1748
050673_SEG_CURR_NEXT_00165,1749
050673_SEG_PREV_CURR_00166,1750
050492_SEG_TURN_00781,1751
050492_SEG_TURN_00057,1752
050606_SEG_PREV_CURR_00250,1753
050606_SEG_CURR_NEXT_00249,1754
050615_SEG_PREV_CURR_00147,1755
050615_SEG_CURR_NEXT_00146,1756
050673_SEG_TURN_00465,1757
050606_SEG_TURN_01289,1758
050430_SEG_TURN_00195,1759
050615_SEG_TURN_01348,1760
050350_SEG_PREV_CURR_01176,1761
050492_SEG_TURN_00391,1762
050430_SEG_TURN_01026,1763
050492_SEG_CURR_NEXT_00391,1764
050492_SEG_PREV_CURR_00392,1765
050430_SEG_PREV_CURR_01026,1766
050430_SEG_CURR_NEXT_01025,1767
050430_SEG_PREV_CURR_01027,1768
050430_SEG_CURR_NEXT_01026,1769
050606_SEG_CURR_NEXT_01506,1770
050606_SEG_PREV_CURR_01507,1771
050606_SEG_TURN_01506,1772
050615_SEG_TURN_00731,1773
050492_SEG_CURR_NEXT_00390,1774
050492_SEG_PREV_CURR_00391,1775
050606_SEG_TURN_01507,1776
050492_SEG_TURN_00806,1777
050606_SEG_TURN_01500,1778
050606_SEG_TURN_00426,1779
050492_SEG_PREV_CURR_00807,1780
050492_SEG_CURR_NEXT_00806,1781
050606_SEG_CURR_NEXT_01507,1782
050606_SEG_PREV_CURR_01508,1783
050606_SEG_PREV_CURR_00427,1784
050606_SEG_CURR_NEXT_00426,1785
050606_SEG_PREV_CURR_01506,1786
050606_SEG_CURR_NEXT_01505,1787
050308_SEG_TURN_00680,1788
050606_SEG_CURR_NEXT_01209,1789
050606_SEG_PREV_CURR_01210,1790
050430_SEG_TURN_00550,1791
050606_SEG_PREV_CURR_00426,1792
050606_SEG_CURR_NEXT_00425,1793
050308_SEG_CURR_NEXT_00679,1794
050308_SEG_PREV_CURR_00680,1795
050492_SEG_TURN_00390,1796
050606_SEG_CURR_NEXT_01210,1797
050606_SEG_PREV_CURR_01211,1798
050606_SEG_TURN_00888,1799
050350_SEG_TURN_01408,1800
050350_SEG_CURR_NEXT_01407,1801
050350_SEG_PREV_CURR_01408,1802
050673_SEG_TURN_00444,1803
050350_SEG_CURR_NEXT_01408,1804
050350_SEG_PREV_CURR_01409,1805
050492_SEG_TURN_00724,1806
050606_SEG_CURR_NEXT_00888,1807
050606_SEG_PREV_CURR_00889,1808
050606_SEG_CURR_NEXT_00887,1809
050606_SEG_PREV_CURR_00888,1810
050308_SEG_TURN_00185,1811
050308_SEG_CURR_NEXT_00185,1812
050308_SEG_PREV_CURR_00186,1813
050308_SEG_CURR_NEXT_00184,1814
050308_SEG_PREV_CURR_00185,1815
050308_SEG_PREV_CURR_00187,1816
050308_SEG_CURR_NEXT_00186,1817
050308_SEG_TURN_00186,1818
050308_SEG_TURN_00187,1819
050308_SEG_CURR_NEXT_00187,1820
050308_SEG_PREV_CURR_00188,1821
050492_SEG_TURN_00408,1822
050492_SEG_PREV_CURR_00408,1823
050492_SEG_CURR_NEXT_00407,1824
050492_SEG_CURR_NEXT_00408,1825
050492_SEG_PREV_CURR_00409,1826
050673_SEG_TURN_00288,1827
050673_SEG_TURN_00675,1828
050615_SEG_TURN_01435,1829
050673_SEG_PREV_CURR_00676,1830
050673_SEG_CURR_NEXT_00675,1831
050430_SEG_TURN_00591,1832
050615_SEG_TURN_00058,1833
050615_SEG_PREV_CURR_01435,1834
050615_SEG_CURR_NEXT_01434,1835
050673_SEG_CURR_NEXT_00288,1836
050673_SEG_PREV_CURR_00289,1837
050673_SEG_TURN_00097,1838
050606_SEG_TURN_01435,1839
050606_SEG_TURN_00967,1840
050430_SEG_CURR_NEXT_00590,1841
050430_SEG_PREV_CURR_00591,1842
050350_SEG_TURN_00245,1843
050606_SEG_PREV_CURR_00968,1844
050606_SEG_CURR_NEXT_00967,1845
050430_SEG_TURN_00458,1846
050606_SEG_PREV_CURR_00967,1847
050606_SEG_CURR_NEXT_00966,1848
050430_SEG_CURR_NEXT_00458,1849
050430_SEG_PREV_CURR_00459,1850
050673_SEG_PREV_CURR_00097,1851
050673_SEG_CURR_NEXT_00096,1852
050673_SEG_CURR_NEXT_00097,1853
050673_SEG_PREV_CURR_00098,1854
050615_SEG_CURR_NEXT_01435,1855
050615_SEG_PREV_CURR_01436,1856
050606_SEG_PREV_CURR_01435,1857
050606_SEG_CURR_NEXT_01434,1858
050350_SEG_TURN_00625,1859
050615_SEG_TURN_01310,1860
050673_SEG_TURN_00703,1861
050673_SEG_TURN_00705,1862
050673_SEG_PREV_CURR_00706,1863
050673_SEG_CURR_NEXT_00705,1864
050673_SEG_CURR_NEXT_00704,1865
050673_SEG_PREV_CURR_00705,1866
050673_SEG_CURR_NEXT_00706,1867
050673_SEG_PREV_CURR_00707,1868
050673_SEG_CURR_NEXT_00707,1869
050673_SEG_PREV_CURR_00708,1870
050615_SEG_TURN_01249,1871
050615_SEG_CURR_NEXT_01249,1872
050615_SEG_PREV_CURR_01250,1873
050673_SEG_PREV_CURR_00703,1874
050673_SEG_CURR_NEXT_00702,1875
050673_SEG_PREV_CURR_00704,1876
050673_SEG_CURR_NEXT_00703,1877
050615_SEG_PREV_CURR_01357,1878
050615_SEG_CURR_NEXT_01356,1879
050615_SEG_TURN_01356,1880
050615_SEG_PREV_CURR_01356,1881
050615_SEG_CURR_NEXT_01355,1882
050615_SEG_CURR_NEXT_01248,1883
050615_SEG_PREV_CURR_01249,1884
050615_SEG_TURN_00010,1885
050615_SEG_PREV_CURR_01050,1886
050615_SEG_CURR_NEXT_01049,1887
050615_SEG_TURN_01049,1888
050615_SEG_PREV_CURR_00011,1889
050615_SEG_CURR_NEXT_00010,1890
050615_SEG_TURN_00011,1891
050615_SEG_PREV_CURR_00012,1892
050615_SEG_CURR_NEXT_00011,1893
050308_SEG_TURN_00749,1894
050615_SEG_TURN_01320,1895
050615_SEG_PREV_CURR_01316,1896
050615_SEG_CURR_NEXT_01315,1897
050615_SEG_TURN_01315,1898
050615_SEG_TURN_00807,1899
050673_SEG_TURN_00709,1900
050308_SEG_TURN_00066,1901
050308_SEG_PREV_CURR_00880,1902
050308_SEG_CURR_NEXT_00879,1903
050308_SEG_TURN_00880,1904
050308_SEG_CURR_NEXT_00880,1905
050308_SEG_PREV_CURR_00881,1906
050308_SEG_TURN_00875,1907
050308_SEG_TURN_00873,1908
050308_SEG_TURN_00879,1909
050308_SEG_TURN_00825,1910
050308_SEG_TURN_00829,1911
050308_SEG_TURN_00881,1912
050606_SEG_TURN_00198,1913
050308_SEG_PREV_CURR_00876,1914
050308_SEG_CURR_NEXT_00875,1915
050308_SEG_TURN_00877,1916
050606_SEG_CURR_NEXT_00197,1917
050606_SEG_PREV_CURR_00198,1918
050308_SEG_CURR_NEXT_00874,1919
050308_SEG_PREV_CURR_00875,1920
050308_SEG_PREV_CURR_00877,1921
050308_SEG_CURR_NEXT_00876,1922
050606_SEG_TURN_00267,1923
050308_SEG_CURR_NEXT_00873,1924
050308_SEG_PREV_CURR_00874,1925
050673_SEG_TURN_00137,1926
050606_SEG_CURR_NEXT_00198,1927
050606_SEG_PREV_CURR_00199,1928
050308_SEG_PREV_CURR_00882,1929
050308_SEG_CURR_NEXT_00881,1930
050308_SEG_CURR_NEXT_00878,1931
050308_SEG_PREV_CURR_00879,1932
050308_SEG_CURR_NEXT_00872,1933
050308_SEG_PREV_CURR_00873,1934
050308_SEG_PREV_CURR_00878,1935
050308_SEG_CURR_NEXT_00877,1936
050606_SEG_PREV_CURR_00268,1937
050606_SEG_CURR_NEXT_00267,1938
050606_SEG_PREV_CURR_00267,1939
050606_SEG_CURR_NEXT_00266,1940
050308_SEG_CURR_NEXT_00825,1941
050308_SEG_PREV_CURR_00826,1942
050308_SEG_TURN_00872,1943
050308_SEG_TURN_00883,1944
050308_SEG_CURR_NEXT_00871,1945
050308_SEG_PREV_CURR_00872,1946
050308_SEG_TURN_00101,1947
050350_SEG_CURR_NEXT_00943,1948
050350_SEG_PREV_CURR_00944,1949
050673_SEG_PREV_CURR_00940,1950
050673_SEG_CURR_NEXT_00939,1951
050350_SEG_PREV_CURR_00943,1952
050350_SEG_CURR_NEXT_00942,1953
050673_SEG_TURN_00651,1954
050606_SEG_TURN_00575,1955
050492_SEG_TURN_00637,1956
050615_SEG_TURN_00619,1957
050308_SEG_CURR_NEXT_00957,1958
050308_SEG_PREV_CURR_00958,1959
050430_SEG_TURN_00268,1960
050606_SEG_TURN_01688,1961
050308_SEG_PREV_CURR_00101,1962
050308_SEG_CURR_NEXT_00100,1963
050430_SEG_PREV_CURR_00268,1964
050430_SEG_CURR_NEXT_00267,1965
050430_SEG_CURR_NEXT_00268,1966
050430_SEG_PREV_CURR_00269,1967
050606_SEG_PREV_CURR_01689,1968
050606_SEG_CURR_NEXT_01688,1969
050606_SEG_PREV_CURR_01688,1970
050606_SEG_CURR_NEXT_01687,1971
050673_SEG_CURR_NEXT_00137,1972
050673_SEG_PREV_CURR_00138,1973
050673_SEG_TURN_00963,1974
050673_SEG_PREV_CURR_00964,1975
050673_SEG_CURR_NEXT_00963,1976
050673_SEG_CURR_NEXT_00962,1977
050673_SEG_PREV_CURR_00963,1978
050673_SEG_PREV_CURR_00365,1979
050673_SEG_CURR_NEXT_00364,1980
050673_SEG_TURN_00105,1981
050673_SEG_CURR_NEXT_00105,1982
050673_SEG_PREV_CURR_00106,1983
050350_SEG_CURR_NEXT_00048,1984
050350_SEG_PREV_CURR_00049,1985
050350_SEG_CURR_NEXT_00047,1986
050350_SEG_PREV_CURR_00048,1987
050673_SEG_TURN_00961,1988
050673_SEG_TURN_00102,1989
050673_SEG_PREV_CURR_00105,1990
050673_SEG_CURR_NEXT_00104,1991
050673_SEG_PREV_CURR_00107,1992
050673_SEG_CURR_NEXT_00106,1993
050673_SEG_CURR_NEXT_00960,1994
050673_SEG_PREV_CURR_00961,1995
050673_SEG_CURR_NEXT_00363,1996
050673_SEG_PREV_CURR_00364,1997
050673_SEG_TURN_00362,1998
050430_SEG_TURN_00708,1999
050673_SEG_PREV_CURR_00102,2000
050673_SEG_CURR_NEXT_00101,2001
050673_SEG_TURN_00107,2002
050673_SEG_PREV_CURR_00362,2003
050673_SEG_CURR_NEXT_00361,2004
050673_SEG_CURR_NEXT_00961,2005
050673_SEG_PREV_CURR_00962,2006
050673_SEG_TURN_00106,2007
050673_SEG_PREV_CURR_00103,2008
050673_SEG_CURR_NEXT_00102,2009
050492_SEG_TURN_00460,2010
050673_SEG_TURN_01013,2011
050615_SEG_TURN_01422,2012
050492_SEG_TURN_00159,2013
050673_SEG_PREV_CURR_01014,2014
050673_SEG_CURR_NEXT_01013,2015
050673_SEG_TURN_00517,2016
050673_SEG_PREV_CURR_01013,2017
050673_SEG_CURR_NEXT_01012,2018
050615_SEG_CURR_NEXT_01421,2019
050615_SEG_PREV_CURR_01422,2020
050492_SEG_PREV_CURR_00460,2021
050492_SEG_CURR_NEXT_00459,2022
050615_SEG_PREV_CURR_01423,2023
050615_SEG_CURR_NEXT_01422,2024
050492_SEG_PREV_CURR_00461,2025
050492_SEG_CURR_NEXT_00460,2026
050673_SEG_CURR_NEXT_00517,2027
050673_SEG_PREV_CURR_00518,2028
050673_SEG_PREV_CURR_00517,2029
050430_SEG_TURN_00058,2030
050606_SEG_TURN_01639,2031
050606_SEG_PREV_CURR_01639,2032
050606_SEG_CURR_NEXT_01638,2033
050606_SEG_PREV_CURR_01640,2034
050606_SEG_CURR_NEXT_01639,2035
050492_SEG_TURN_01185,2036
050673_SEG_TURN_00254,2037
050492_SEG_PREV_CURR_01185,2038
050492_SEG_CURR_NEXT_01184,2039
050430_SEG_CURR_NEXT_00057,2040
050430_SEG_PREV_CURR_00058,2041
050308_SEG_CURR_NEXT_00284,2042
050308_SEG_PREV_CURR_00285,2043
050308_SEG_TURN_00284,2044
050430_SEG_CURR_NEXT_00058,2045
050430_SEG_PREV_CURR_00059,2046
050308_SEG_PREV_CURR_00284,2047
050308_SEG_CURR_NEXT_00283,2048
050673_SEG_TURN_00334,2049
050615_SEG_TURN_00754,2050
050673_SEG_PREV_CURR_00254,2051
050673_SEG_CURR_NEXT_00253,2052
050673_SEG_CURR_NEXT_00334,2053
050673_SEG_PREV_CURR_00335,2054
050615_SEG_CURR_NEXT_00754,2055
050615_SEG_PREV_CURR_00755,2056
050673_SEG_CURR_NEXT_00333,2057
050673_SEG_PREV_CURR_00334,2058
050673_SEG_TURN_00603,2059
050430_SEG_TURN_01031,2060
050308_SEG_TURN_00282,2061
050492_SEG_TURN_01314,2062
050430_SEG_PREV_CURR_01031,2063
050430_SEG_CURR_NEXT_01030,2064
050430_SEG_PREV_CURR_01032,2065
050430_SEG_CURR_NEXT_01031,2066
050606_SEG_TURN_00011,2067
050308_SEG_PREV_CURR_00283,2068
050308_SEG_CURR_NEXT_00282,2069
050492_SEG_PREV_CURR_01315,2070
050492_SEG_CURR_NEXT_01314,2071
050492_SEG_CURR_NEXT_01313,2072
050492_SEG_PREV_CURR_01314,2073
050308_SEG_TURN_00286,2074
050673_SEG_TURN_01036,2075
050430_SEG_TURN_01146,2076
050308_SEG_TURN_00747,2077
050430_SEG_CURR_NEXT_01145,2078
050430_SEG_PREV_CURR_01146,2079
050308_SEG_PREV_CURR_00747,2080
050308_SEG_CURR_NEXT_00746,2081
050673_SEG_PREV_CURR_01037,2082
050673_SEG_CURR_NEXT_01036,2083
050430_SEG_CURR_NEXT_01146,2084
050430_SEG_PREV_CURR_01147,2085
050308_SEG_CURR_NEXT_00285,2086
050308_SEG_PREV_CURR_00286,2087
050308_SEG_TURN_00292,2088
050673_SEG_PREV_CURR_01036,2089
050673_SEG_CURR_NEXT_01035,2090
050308_SEG_PREV_CURR_00292,2091
050308_SEG_CURR_NEXT_00291,2092
050308_SEG_PREV_CURR_00282,2093
050308_SEG_CURR_NEXT_00281,2094
050308_SEG_CURR_NEXT_00292,2095
050308_SEG_PREV_CURR_00293,2096
050430_SEG_CURR_NEXT_01147,2097
050430_SEG_PREV_CURR_01148,2098
050673_SEG_TURN_01029,2099
050308_SEG_TURN_00001,2100
050308_SEG_PREV_CURR_00748,2101
050308_SEG_CURR_NEXT_00747,2102
050673_SEG_CURR_NEXT_01028,2103
050673_SEG_PREV_CURR_01029,2104
050308_SEG_TURN_01066,2105
050430_SEG_TURN_01147,2106
050308_SEG_TURN_00745,2107
050308_SEG_CURR_NEXT_00745,2108
050308_SEG_PREV_CURR_00746,2109
050308_SEG_CURR_NEXT_01066,2110
050308_SEG_PREV_CURR_01067,2111
050308_SEG_CURR_NEXT_00744,2112
050308_SEG_PREV_CURR_00745,2113
050615_SEG_TURN_00283,2114
050615_SEG_PREV_CURR_00284,2115
050615_SEG_CURR_NEXT_00283,2116
050615_SEG_TURN_00825,2117
050615_SEG_PREV_CURR_00283,2118
050615_SEG_CURR_NEXT_00282,2119
050308_SEG_TURN_00289,2120
050308_SEG_CURR_NEXT_00289,2121
050308_SEG_PREV_CURR_00290,2122
050308_SEG_CURR_NEXT_00288,2123
050308_SEG_PREV_CURR_00289,2124
050615_SEG_TURN_00080,2125
050615_SEG_CURR_NEXT_00080,2126
050615_SEG_PREV_CURR_00081,2127
050615_SEG_CURR_NEXT_00079,2128
050615_SEG_PREV_CURR_00080,2129
050615_SEG_CURR_NEXT_00824,2130
050615_SEG_PREV_CURR_00825,2131
050615_SEG_CURR_NEXT_01365,2132
050615_SEG_PREV_CURR_01366,2133
050615_SEG_TURN_01365,2134
050615_SEG_TURN_00973,2135
050606_SEG_TURN_00091,2136
050308_SEG_TURN_00290,2137
050615_SEG_PREV_CURR_00826,2138
050615_SEG_CURR_NEXT_00825,2139
050606_SEG_PREV_CURR_00092,2140
050606_SEG_CURR_NEXT_00091,2141
050615_SEG_TURN_01366,2142
050615_SEG_PREV_CURR_00973,2143
050615_SEG_CURR_NEXT_00972,2144
050615_SEG_CURR_NEXT_01366,2145
050615_SEG_PREV_CURR_01367,2146
050606_SEG_TURN_00723,2147
050615_SEG_PREV_CURR_00974,2148
050615_SEG_CURR_NEXT_00973,2149
050308_SEG_PREV_CURR_00291,2150
050308_SEG_CURR_NEXT_00290,2151
050606_SEG_CURR_NEXT_00090,2152
050606_SEG_PREV_CURR_00091,2153
050606_SEG_CURR_NEXT_00722,2154
050606_SEG_PREV_CURR_00723,2155
050615_SEG_CURR_NEXT_01364,2156
050615_SEG_PREV_CURR_01365,2157
050606_SEG_TURN_00146,2158
050308_SEG_TURN_00406,2159
050308_SEG_PREV_CURR_00406,2160
050308_SEG_CURR_NEXT_00405,2161
050308_SEG_PREV_CURR_00407,2162
050308_SEG_CURR_NEXT_00406,2163
050615_SEG_TURN_01102,2164
050615_SEG_PREV_CURR_01103,2165
050615_SEG_CURR_NEXT_01102,2166
050673_SEG_TURN_00640,2167
050350_SEG_TURN_00438,2168
050615_SEG_TURN_01084,2169
050350_SEG_PREV_CURR_00438,2170
050350_SEG_CURR_NEXT_00437,2171
050673_SEG_CURR_NEXT_00640,2172
050673_SEG_PREV_CURR_00641,2173
050308_SEG_TURN_00400,2174
050308_SEG_PREV_CURR_00400,2175
050308_SEG_CURR_NEXT_00399,2176
050350_SEG_PREV_CURR_00439,2177
050350_SEG_CURR_NEXT_00438,2178
050673_SEG_PREV_CURR_00640,2179
050673_SEG_CURR_NEXT_00639,2180
050606_SEG_TURN_00549,2181
050308_SEG_PREV_CURR_00401,2182
050308_SEG_CURR_NEXT_00400,2183
050430_SEG_TURN_00785,2184
050606_SEG_PREV_CURR_00549,2185
050606_SEG_CURR_NEXT_00548,2186
050492_SEG_TURN_00624,2187
050492_SEG_TURN_00004,2188
050606_SEG_TURN_00757,2189
050606_SEG_CURR_NEXT_00549,2190
050606_SEG_PREV_CURR_00550,2191
050430_SEG_CURR_NEXT_00785,2192
050430_SEG_PREV_CURR_00786,2193
050673_SEG_TURN_00004,2194
050606_SEG_CURR_NEXT_00756,2195
050606_SEG_PREV_CURR_00757,2196
050308_SEG_TURN_00411,2197
050615_SEG_TURN_00004,2198
050615_SEG_TURN_00664,2199
050615_SEG_PREV_CURR_00665,2200
050615_SEG_CURR_NEXT_00664,2201
050606_SEG_TURN_01675,2202
050606_SEG_TURN_00343,2203
050606_SEG_PREV_CURR_00343,2204
050606_SEG_CURR_NEXT_00342,2205
050606_SEG_CURR_NEXT_00343,2206
050606_SEG_PREV_CURR_00344,2207
050615_SEG_CURR_NEXT_00663,2208
050615_SEG_PREV_CURR_00664,2209
050606_SEG_CURR_NEXT_01674,2210
050606_SEG_PREV_CURR_01675,2211
050606_SEG_CURR_NEXT_01675,2212
050606_SEG_PREV_CURR_01676,2213
050606_SEG_PREV_CURR_01331,2214
050606_SEG_CURR_NEXT_01330,2215
050606_SEG_TURN_01677,2216
050606_SEG_PREV_CURR_01677,2217
050606_SEG_CURR_NEXT_01676,2218
050606_SEG_PREV_CURR_01678,2219
050606_SEG_CURR_NEXT_01677,2220
050606_SEG_CURR_NEXT_01329,2221
050606_SEG_PREV_CURR_01330,2222
050615_SEG_TURN_01273,2223
050615_SEG_PREV_CURR_01273,2224
050615_SEG_CURR_NEXT_01272,2225
050615_SEG_CURR_NEXT_01273,2226
050615_SEG_PREV_CURR_01274,2227
050350_SEG_TURN_00867,2228
050308_SEG_PREV_CURR_00301,2229
050308_SEG_CURR_NEXT_00300,2230
050350_SEG_TURN_00164,2231
050350_SEG_PREV_CURR_00165,2232
050350_SEG_CURR_NEXT_00164,2233
050308_SEG_TURN_00300,2234
050350_SEG_PREV_CURR_00164,2235
050350_SEG_CURR_NEXT_00163,2236
050308_SEG_PREV_CURR_00300,2237
050308_SEG_CURR_NEXT_00299,2238
050308_SEG_TURN_00301,2239
050615_SEG_TURN_01180,2240
050350_SEG_TURN_01383,2241
050350_SEG_PREV_CURR_00867,2242
050350_SEG_CURR_NEXT_00866,2243
050615_SEG_TURN_00376,2244
050615_SEG_CURR_NEXT_00375,2245
050615_SEG_PREV_CURR_00376,2246
050615_SEG_CURR_NEXT_00376,2247
050606_SEG_CURR_NEXT_01289,2248
050606_SEG_PREV_CURR_01290,2249
050606_SEG_CURR_NEXT_01288,2250
050606_SEG_PREV_CURR_01289,2251
050606_SEG_CURR_NEXT_01192,2252
050492_SEG_CURR_NEXT_00723,2253
050492_SEG_PREV_CURR_00724,2254
050606_SEG_TURN_01193,2255
050350_SEG_TURN_01298,2256
050350_SEG_TURN_00418,2257
050308_SEG_TURN_00123,2258
050606_SEG_PREV_CURR_01194,2259
050606_SEG_CURR_NEXT_01193,2260
050606_SEG_TURN_01290,2261
050350_SEG_TURN_00555,2262
050308_SEG_TURN_00234,2263
050350_SEG_CURR_NEXT_01298,2264
050350_SEG_PREV_CURR_01299,2265
050350_SEG_PREV_CURR_01298,2266
050350_SEG_CURR_NEXT_01297,2267
050606_SEG_TURN_00561,2268
050350_SEG_CURR_NEXT_00417,2269
050350_SEG_PREV_CURR_00418,2270
050606_SEG_TURN_01683,2271
050606_SEG_CURR_NEXT_01682,2272
050606_SEG_PREV_CURR_01683,2273
050606_SEG_CURR_NEXT_01678,2274
050606_SEG_PREV_CURR_01679,2275
050606_SEG_TURN_00295,2276
050606_SEG_CURR_NEXT_01683,2277
050606_SEG_PREV_CURR_01684,2278
050606_SEG_CURR_NEXT_01679,2279
050606_SEG_PREV_CURR_01680,2280
050606_SEG_PREV_CURR_00295,2281
050606_SEG_CURR_NEXT_00294,2282
050308_SEG_TURN_00052,2283
050606_SEG_PREV_CURR_00296,2284
050606_SEG_CURR_NEXT_00295,2285
050308_SEG_CURR_NEXT_00052,2286
050308_SEG_PREV_CURR_00053,2287
050615_SEG_TURN_01269,2288
050308_SEG_PREV_CURR_00052,2289
050308_SEG_CURR_NEXT_00051,2290
050615_SEG_PREV_CURR_01270,2291
050615_SEG_CURR_NEXT_01269,2292
050615_SEG_CURR_NEXT_01268,2293
050615_SEG_PREV_CURR_01269,2294
050606_SEG_TURN_00315,2295
050606_SEG_TURN_01681,2296
050606_SEG_CURR_NEXT_00314,2297
050606_SEG_PREV_CURR_00315,2298
050606_SEG_CURR_NEXT_01681,2299
050606_SEG_PREV_CURR_01682,2300
050606_SEG_PREV_CURR_00316,2301
050606_SEG_CURR_NEXT_00315,2302
050350_SEG_TURN_00900,2303
050606_SEG_TURN_00303,2304
050606_SEG_PREV_CURR_00304,2305
050606_SEG_CURR_NEXT_00303,2306
050606_SEG_PREV_CURR_00303,2307
050606_SEG_CURR_NEXT_00302,2308
050350_SEG_CURR_NEXT_00899,2309
050350_SEG_PREV_CURR_00900,2310
050350_SEG_PREV_CURR_00901,2311
050350_SEG_CURR_NEXT_00900,2312
050615_SEG_TURN_01175,2313
050615_SEG_PREV_CURR_01186,2314
050615_SEG_CURR_NEXT_01185,2315
050615_SEG_TURN_01185,2316
050615_SEG_CURR_NEXT_01184,2317
050615_SEG_PREV_CURR_01185,2318
050615_SEG_TURN_00627,2319
050615_SEG_PREV_CURR_00627,2320
050615_SEG_CURR_NEXT_00626,2321
050615_SEG_CURR_NEXT_00627,2322
050615_SEG_PREV_CURR_00628,2323
050615_SEG_TURN_01186,2324
050615_SEG_CURR_NEXT_01186,2325
050615_SEG_PREV_CURR_01187,2326
050615_SEG_TURN_00623,2327
050615_SEG_CURR_NEXT_00623,2328
050615_SEG_PREV_CURR_00624,2329
050615_SEG_PREV_CURR_00623,2330
050615_SEG_CURR_NEXT_00622,2331
050615_SEG_PREV_CURR_00625,2332
050615_SEG_CURR_NEXT_00624,2333
050615_SEG_PREV_CURR_00626,2334
050615_SEG_CURR_NEXT_00625,2335
050615_SEG_TURN_00625,2336
050615_SEG_TURN_00651,2337
050615_SEG_CURR_NEXT_00650,2338
050615_SEG_PREV_CURR_00651,2339
050615_SEG_TURN_01101,2340
050615_SEG_PREV_CURR_01101,2341
050615_SEG_CURR_NEXT_01100,2342
050615_SEG_CURR_NEXT_01101,2343
050615_SEG_PREV_CURR_01102,2344
050615_SEG_CURR_NEXT_00997,2345
050615_SEG_PREV_CURR_00998,2346
050615_SEG_TURN_00998,2347
050492_SEG_TURN_01543,2348
050615_SEG_TURN_00997,2349
050492_SEG_TURN_00582,2350
050615_SEG_CURR_NEXT_00998,2351
050615_SEG_PREV_CURR_00999,2352
050615_SEG_TURN_01194,2353
050615_SEG_CURR_NEXT_01193,2354
050615_SEG_PREV_CURR_01194,2355
050615_SEG_CURR_NEXT_00651,2356
050615_SEG_PREV_CURR_00652,2357
050615_SEG_TURN_00987,2358
050615_SEG_PREV_CURR_01195,2359
050615_SEG_CURR_NEXT_01194,2360
050615_SEG_TURN_00819,2361
050673_SEG_TURN_00293,2362
050673_SEG_CURR_NEXT_00292,2363
050673_SEG_PREV_CURR_00293,2364
050673_SEG_CURR_NEXT_00293,2365
050673_SEG_PREV_CURR_00294,2366
050615_SEG_TURN_00169,2367
050615_SEG_TURN_00017,2368
050615_SEG_CURR_NEXT_00016,2369
050615_SEG_PREV_CURR_00017,2370
050615_SEG_CURR_NEXT_01084,2371
050615_SEG_PREV_CURR_01085,2372
050615_SEG_CURR_NEXT_00168,2373
050615_SEG_PREV_CURR_00169,2374
050615_SEG_CURR_NEXT_00169,2375
050615_SEG_PREV_CURR_00170,2376
050615_SEG_PREV_CURR_00018,2377
050615_SEG_CURR_NEXT_00017,2378
050615_SEG_TURN_01085,2379
050615_SEG_PREV_CURR_01086,2380
050615_SEG_CURR_NEXT_01085,2381
050615_SEG_TURN_01059,2382
050615_SEG_TURN_01330,2383
050615_SEG_PREV_CURR_01330,2384
050615_SEG_CURR_NEXT_01329,2385
050615_SEG_CURR_NEXT_01330,2386
050615_SEG_PREV_CURR_01331,2387
050492_SEG_TURN_01061,2388
050492_SEG_TURN_00992,2389
050615_SEG_TURN_01070,2390
050615_SEG_PREV_CURR_01084,2391
050615_SEG_CURR_NEXT_01083,2392
050492_SEG_PREV_CURR_01062,2393
050606_SEG_CURR_NEXT_00125,2394
050606_SEG_PREV_CURR_00126,2395
050606_SEG_CURR_NEXT_00124,2396
050606_SEG_PREV_CURR_00125,2397
050673_SEG_TURN_00428,2398
050430_SEG_CURR_NEXT_00842,2399
050430_SEG_PREV_CURR_00843,2400
050606_SEG_CURR_NEXT_00871,2401
050606_SEG_PREV_CURR_00872,2402
050430_SEG_TURN_00842,2403
050606_SEG_TURN_00095,2404
050606_SEG_CURR_NEXT_00870,2405
050606_SEG_PREV_CURR_00871,2406
050430_SEG_PREV_CURR_00842,2407
050430_SEG_CURR_NEXT_00841,2408
050673_SEG_CURR_NEXT_00428,2409
050673_SEG_PREV_CURR_00429,2410
050615_SEG_TURN_00131,2411
050430_SEG_CURR_NEXT_00917,2412
050430_SEG_PREV_CURR_00918,2413
050430_SEG_TURN_00918,2414
050615_SEG_TURN_00136,2415
050615_SEG_TURN_01228,2416
050606_SEG_TURN_01005,2417
050615_SEG_CURR_NEXT_01228,2418
050615_SEG_TURN_01219,2419
050615_SEG_TURN_01038,2420
050615_SEG_TURN_01188,2421
050615_SEG_TURN_01008,2422
050615_SEG_TURN_01329,2423
