meeting_id,meeting_year,issue_no,issue_text,action_text,future_plan_text,status,source_page
UNMAPPED_REPORT_2020,20,89,한국만화영상진흥원을국가기관 으로편입하는방안에대해 검토할것,"조치완료 만화계및관계기관의견확인(‘20.10월) ㅇ - (만화계) 국가기관편입시, 지원규모감소우려, 다만 만화진흥사업추진기관일원화는바람직 - (만진원) 운영실태는부천시에게관리받고있어국가기관 편입의필요성낮음 - (콘진원) 원내에특정장르를전담하는별도기관을두는 경우타분야와의형평성문제발생 - (기재부) 한국만화영상진흥원을국가기관으로편입시 콘진원과의기능중복및추가적재정부담등이우려되므로, 만화영상진흥원의국가기관전환반대 한국콘텐츠진흥원(기업지원, 해외진출지원중심)과한국 ㅇ 만화영상진흥원(창작지원중심) 간지원업무명확화를통해 만화지원정책의효과성제고",null,complete,47
UNMAPPED_REPORT_2020,20,97,원격수업에사용되는수업목적 저작물이보충학습용으로활용 될수있도록이용기간을연장 할것,"문체부, 교육부, 권리자·이용자단체, 전문가등으로‘교육목적 ㅇ 저작물이용가이드라인개정협의체’ 구성및논의(’21.2.~4.) - 저작물이용범위(이용기간, 이용량등), 보상금기준(고등학교 이하수업목적보상금도입, 수업지원목적보상금인상) 등을 논의하였으나, 권리자·이용자간의견차이로향후중장기적으로 지속협의예정",중장기적입장에서교육부와지속협의추진예정 ㅇ,active,49
UNMAPPED_REPORT_2020,20,143,코로나이후관광업계위기 극복을위한여러제안등에 대해적극적으로관계부처와 협의하여정책에반영할것,"ㅇ관광기금융자상환유예연장(`21.3월) - 기상환유예자재연장(`21년추경) ㅇ고용유지지원금지원연장(~`21.10월) - 특별고용업종지정연장(~‘22.3.31.) - 특별고용업종추가지정(유원시설업, 카지노업) - 유급휴직고용유지지원기간연장(180일→300일) - 무급휴직지원금지원연장(3개월) ㅇ여행사추가지원위해추가예산(기금변경, 추경) 확보 - (`20년143억) 여행업계전수실태조사(16억), 종사원직무역량 강화교육(20억), 여행조기예약할인상품지원(96.5억), 공유사무실 지원및여행산업정보화지원(10억) - (`21년130억) 여행업계디지털전환지원(65억), 종사자디지털 역량강화교육(35억), 중소여행사온라인플랫폼사업화지원(30억) ㅇ관광통역안내사고용안정장치마련추진 - 관광통역안내사에대한고용보험적용확대요청(`21.6월)","2차추경으로여행업계회복위한예산추가지원(151억*) ㅇ * 관광업계IT인력신규채용지원(131억원), 여행업계공유공간지원(20억원) 관광통역안내사고용보험적용확대위한실태조사추진 ㅇ (`21.9월～10월) 및관계부처협의",active,61
UNMAPPED_REPORT_2020,20,145,일본식지명청산을위한유명 관광지의스토리텔링관광 아이템을개발할것,"역사와문화콘텐츠관광자원화사업추진 ㅇ - 핵심관광지육성(대한민국테마여행10선) 사업의평화역사 이야기여행, 위대한금강역사여행등역사문화콘텐츠 관광자원화사업지속육성",지역특화관광상품개발등역사문화콘텐츠관광자원화 ㅇ 지속추진,active,62
UNMAPPED_REPORT_2020,20,150,"국조실합동야영장점검결과 부적정사례에대해시정조치 및제도개선을추진하고, 안전관리가 미흡한야영장에대한전수점검 및지자체와함께관리감독을 강화할것","점검결과부적정사례관련제도개선, 시정명령등후속조치 ㅇ 추진(’20.8월~, 문체부·지자체) - 제도개선(보조금지급시목적외사용환수명시등7건완료), 행정처분(보조금환수등조치(135건완료) 부적정사례전파및안전관리강화관련지자체관리감독 ㅇ 협조요청(’20.8.24., ’20.10.22., ’21.2.18.) 여름철야영장안전점검실시(’21.5.3.~6.25.) ㅇ - (점검내용) 화재예방기준, 가스사용기준준수여부등 - (점검대상) 전국등록야영장727개소 ㅇ국가안전대진단연계안전점검실시(’21.8.1.~’21.11.5., 390개소)","겨울철야영장안전점검추진(’21.11월예정, 500개소내외) ㅇ * 화재예방·대응체계, 위생관리실태등안전규정준수여부",complete,63
UNMAPPED_REPORT_2020,20,151,야영장책임보험가입을독려 하고미등록야영장근절을 위해주도적으로관광공사및 지자체와적극공조할것,"보험미가입야영장관련전수조사실시(‘21.7월~8월) ㅇ 보험미가입야영장에대해시정명령등행정처분추진(’21.9월~) ㅇ * 7개시·도21개야영장(지자체추진중) 미등록야영장근절을위해현장단속실시 ㅇ - (기간/지역) ’21.8.26.~10.22. / 8개시도, 30개시군구",미등록야영장에대해등록계도또는고발조치(지자체협조) ㅇ,active,63
UNMAPPED_REPORT_2020,20,152,야영장내감염사례가발생하지 않도록지자체등관계기관과 협력하여선제적인조치를취할것,"여름철야영장방역현장점검실시(’21.5.3.~6.25.) ㅇ - (점검대상) 전국등록야영장727개소 - (점검내용) 야영장방역수칙준수여부등 * 지적사항(326건) 현장시정조치완료 문체부·지자체합동방역점검실시(’21.7월~21.9월) ㅇ - 서울, 경기등6개시·도야영장방역점검(18개소) 및계도조치(3건)","ㅇ겨울철야영장안점점검과함께방역점검실시(’21.11월예정, 500개소내외)",complete,63
UNMAPPED_REPORT_2020,20,153,"명품고택진흥사업관련전통 명품고택의정상적인운영과 관리를위해문체부가적극 적으로관리및지원을하고, 한옥체험업법등관련법제 정비를할것","한옥체험엄운영및지원을위해’전통한옥브랜드화‘ 사업을 ㅇ 진행하고있고, ’21년도12개지역47개소대상으로지원중 (예산900백만원) 관광진흥법시행령개정및시행(‘20.4월)을통해한옥체험업 ㅇ 등록기준을구체화하고안전·위생기준을강화 * ’21.4월부터적용",새로운한옥체험업등록기준관련지자체·업계의견수렴하여 ㅇ 미흡한부분에대해보완추진,active,64
UNMAPPED_REPORT_2020,20,154,"그랜드코리아레저사장취임이후 경영평가미흡, 기강해이문제가 발생함에따라이에대한조치할것","그랜드코리아레저기관운영전반에대한지도·감독강화 ㅇ - 자체감사활동(불시점검등)을강화하고, 그결과를반기별로 제출할것을요청(‘20.10.23, 문체부→GKL) ☞코로나로인한영업장휴장(’20.11.24~‘21.3.15) 이후 GKL 공직기강자체점검실시(2회/’21.4월, 7월). 7월에는 기존의복무·행동강령등의분야와더불어방역관리 실태점검을추가하고, 점검기간을연장(기존1~2일→4일) 하는등감사활동강화 ☞‘2021년윤리경영교육계획’ 수립(‘21.5월) 및청렴교육· 워크숍실시(’21.7월현재, 7회) * ’20년권익위청렴도평가2등급달성(’19년대비1등급↑) GKL 내부지침개정을통해기관기강확립 ㅇ - △성희롱재발방지대책수립, △성희롱·성폭력고충심의 위원회구성및관련예방지침표준안(‘20년, 여가부)을 반영한내부지침개정(’20.9월)",null,active,64
UNMAPPED_REPORT_2020,20,155,분양형호텔관련피해자양산에 대한책임소재등의문제해결을 위해관계부처(보건복지부등)와 협의할것,"분양형호텔관련문제해결을위해문체부로온민원 ㅇ 사례및현황을관계부처와공유(`20.12월/ 복지부, 국토부)",관계부처와긴밀하게협조하여문제해결을위한상황 ㅇ 공유및지속적인협의추진,active,64
UNMAPPED_REPORT_2020,20,156,관광법제개편을통한관광 발전기반을마련할것,코로나19 관련국제회의기준정비를위한국제회의산업법 ㅇ 시행령개정(’20.11.) 호텔업관련제도정비및유원시설업안전관리강화등을 ㅇ 위한관광진흥법시행규칙개정(’20.12.) 코로나19 관련여행업자본금기준완화등을위한시행령 ㅇ 개정(’21.3.) 유원시설안전정보시스템운영관련시행규칙개정(’21.6.) ㅇ 폐교시설활용야영장관련시행령개정(’21.8.) ㅇ,관광호텔등급결정유예관련시행규칙개정(’21.12.) ㅇ 코로나19 이후관광산업발전방향및이를반영한관광법제 ㅇ 개편을위한학계·업계등의견수렴지속(’21.下),active,65
UNMAPPED_REPORT_2020,20,157,호텔업재산세감면을위해 지자체와협의할것,"(지자체) 전국지자체관광숙박업재산세감면검토요청 ㅇ (‘20.2월, ’20.3월, ‘20.12월) 및지자체재산세감면현황조사",null,complete,65
UNMAPPED_REPORT_2020,20,158,호텔업재산세감면을위해 관계부처(행안부)에지방세특례 제한법개정을요청할것,null,호텔업계재산세감면필요성공유등을통해행안부및 ㅇ 개별지자체대상으로재산세감면지속요청예정,active,65
UNMAPPED_REPORT_2020,20,159,관광업계5가지제안사항*에 대하여관계부처(과기부) 등에 수신료감면을요청할것,"(숙박업지원대책) ▴관광숙박업방역지원(133억원, 2,301개소), ㅇ ▴관광숙박업종사자교육지원(10억원), ▴호텔업등급평가 유예(~‘21.12월), ▴외국인숙박요금부가세환급(~‘22년), ▴교통유발부담금감면(국토부, 지자체), ▴소상공인숙박업 대상재난지원금지급(중기부) (수신료감면) 영세숙박업수신료및케이블요금감면관련 ㅇ 과기부에요청하였으나, 이미일정부분할인이제공되고 있어추가할인이어렵다고회신(‘20.11월) *관련협회(케이블TV협회및IPTV협회) 의견조회결과","(숙박업지원) 숙박할인권지원추진(’21년, 418억원), 호텔 ㅇ 등급평가유예추가추진(~’22.6월) 등 (수신료감면) 추가적인업계의견수렴및실현가능성등 ㅇ 고려하여지속요청검토 ※ 5가지제안사항* 중①~④은관광정책국143번답변참고 *①여행업계금융지원상환시기연장, ②고용유지지원금지원 연장, ③미혜택여행사·숙박업지원대책, ④관광가이드보호 ⑤숙박업소의케이블수신료, 공영방송료등감면",active,65
UNMAPPED_REPORT_2020,20,160,입시는공정성과정의가 담보되어야하므로공정성 논란이없도록할것,"조치완료 공정하고투명한입시진행을위해만전을기하고있음(’20.10.13.~계속) ㅇ - 동영상심사등비대면평가진행시수험생혼란을최소화하기 위한안내사항상세공지, 철저한검수작업을통한부정행위예방 - 출제및평가위원등을대상으로보안서약서작성, 평가도중 지인이응시한것을발견한경우평가서에기재하도록안내 - 평가시상호간의견교환금지, 심사위원이5인이상일 경우최고점과최저점을제외한나머지점수를합산평균 - 시험진행시수험생의성명, 수험번호등인적사항이노출 되는것을막기위해매시험마다추첨번호를뽑아진행 - 입학정책및제도개선을위한입학정책위원회지속운영",null,complete,67
UNMAPPED_REPORT_2020,20,161,성희롱·성추행피해학생에게 2차가해없도록제반대책 마련하여조치할것,"학칙을개정하여성희롱·성추행관련징계받은교원에대한 ㅇ 무관용원칙도입(`19.12.12.) - 3년간보직임명제한, 전임교원공채심사위원및입학시험위원 위촉제한, 승진임용-재임용심사시‘교육자로서의품위’ 영역감점강화등 교원일반징계위원회규정개정을통한수업배제등조치가 ㅇ 시행된교원의경우조치만료3개월전추가적연장․해제 여부심의실시(`20.08.10.)",> ㅇ인권센터중심으로교원에의한학생인권이침해되지않도록 지속적모니터링추진,active,67
UNMAPPED_REPORT_2020,20,163,"수장고에긴급보수가필요한 보존처리대상유물은많으나, 인력이매우부족하여상당시간이 소요되고있는데이에대한 보존처리대책을수립할것","수장고긴급보수유물상태조사*로대상유물선별등대책수립 ㅇ * ’21년유물상태조사48,934점완료(’21.9.2. 기준) 보존처리시간단축을위한가상디지털보존처리프로그램 ㅇ 구축추진 디지털보존과학시스템구축프로그램* - 개발비요구 * ’22년정보화전략계획수립연구용역예산1.3억원요구(정부안반영)",’문화유산과학센터’ 신규보존처리인력확보추진 ㅇ - 센터건립(’24년) 및운영을위한신규보존처리전문 인력(46명) 확보추진 지역특화보존처리향상을위한’권역별박물관보존 ㅇ 센터*’ 건립예산확보추진 * 국립광주박물관도자문화관내부보존과학센터시설구축 예산확보및 시설도면설계진행(’24년완공예정) * 국립경주·대구·전주박물관지역특화보존과학센터건립예산확보추진,complete,68
UNMAPPED_REPORT_2020,20,168,수의계약관련규정을위반하여 계약을체결한사례가있는지 자체감사를할것,조치완료 지방국립박물관대상수의계약실태점검(감사담당관실) ㅇ - 기간: ’21.8.2.∼9.15. - 대상: 국립중앙박물관소속2차지방국립박물관13개 - 결과: 대상기관주의조치요구(9.15) * 실태점검결과재심의요청기간(∼10.14.),null,complete,69
UNMAPPED_REPORT_2020,20,169,"훔볼트포럼한국실설치사업에 대한재검토가필요하며, 한독협회 등과협력하고대책을수립하여 보고할것","훔볼트포럼한국실은베를린아시아미술관측이설치 ㅇ 운영하는전시공간으로, 한국실운영활성화를위해 독일훔볼트포럼측과적극협의 - 한국실앞특별전시공간에서개최하는베를린아시아 미술관개관특별전<동아시아의문자문화와서예 (‘21.9.22.~‘22.3.13.)> 전시품출품예정(국립중앙박물관) - 한국실전담큐레이터채용지원(‘21~‘24년, 3년고용/ 문체부문화기반과) * 한국실관련간담회개최(현지전문가및유관기관참석) 및훔볼트포럼 측과협의를통해한국실전담큐레이터채용필요시급성제기 (외교부주독베를린문화원)","유관기관과협력, 한국실운영활성화노력계속 ㅇ - 훔볼트포럼한국실(상설전시) 전시품출품추진(‘22년예정)",active,69
UNMAPPED_REPORT_2020,20,172,중장기적으로개방형수장고 활용방안에대한연구용역을 추진할것,개방형수장고자료수집및검토(수시) ㅇ - 국내외개방형수장고운영현황파악 - 개방형수장고운영의필요성및장단점등검토,"대국민서비스강화를위한수장고운영 ㅇ - 국립진주박물관이전재개관(’25년예정), 국립충주박물관 건립개관(’26년예정) 시의견수렴및적용적극검토 - ’문화유산과학센터’ 건립시(’24년예정) 일부공간 개방형보존처리실로운영 - 장기적으로중부권등’원격지통합수장고’ 건립추진시 개방형수장공간도입적극검토",active,71
UNMAPPED_REPORT_2020,20,173,미화주임이공무직미화원들에게 저지른직장내괴롭힘을철저히 조사하고재발방지대책을마련할것,"조치완료 전문노무법인의뢰조사(‘20.11.25. ~‘20.12.31.) ㅇ - 신고인, 피신고인, 참고인(22명), 주무관심층조사 - 규정, 관련자료및신고인, 피신고인제출서류검토 직장내괴롭힘(갑질) 심의위원회심의(‘21.2.16.) ㅇ - 심의(총4건)결과갑질해당사항없음 - 당사자결과통보 직장내일하는분위기조성방안수립(‘21.2.3.) ㅇ - 작업현장순찰및주기적면담실시 - 직장내괴롭힘관련교육지속등",null,complete,71
UNMAPPED_REPORT_2020,20,174,"국립중앙박물관공식유튜브에 서민단국대교수의특강영상이 비공개처리보도후다시공개 전환된것에대해블랙리스트 논란이일어난것과관련, 앞으로 정권의눈치본다는말이나오지 않도록할것",조치완료 서민교수유튜브동영상의부정적댓글증가로동영상 ㅇ 내용재검토필요 - 이전의긍정적댓글에서부정적댓글증가로동영상 내용검토를위해비공개조치(‘20.9.24.) - 동영상검토를거쳐문제점없음을확인후재공개(‘20.9.28.) 앞으로는이와같은사안이발생되지않도록철저한 ㅇ 노력을기울이겠음,null,complete,71
UNMAPPED_REPORT_2020,20,182,실적위주인대체자료제작·통계 산출방식을개선하고시각·청각 장애등독서장애계층에실질적인 보탬이되는내실있는자료를 제작할것,"대체자료통계실적관리기준을‘건’ 단위에서‘책/편’ 단위로개편 ㅇ 하였으며, 시각장애인이용자신청도서제작확대추진(’20.11.1.) - 제작목표상향(’20년1,525천면→21년2,272천면(▲49%) 증가",장애유형및대체자료매체별제작사업확대추진 ㅇ,active,74
UNMAPPED_REPORT_2020,20,185,"’21년도예산확정시, 대체 자료신청기준확대를위한 예산계획수립후협의할것","‘21년도대체자료제작예산전년대비37억원(51%) 증액 ㅇ - 고령시각장애인을위한점자출력서비스, 3일드림(DAISY) 사업등신규사업추진",ㅇ장애유형및대체자료매체별제작사업확대추진(’21.2.4.~),active,74
UNMAPPED_REPORT_2020,20,186,"대체자료매체유형별통계관리를 명확히하고, 대체자료제작·실적 통계단위를개선할것",대체자료통계실적관리기준을‘건’ 단위에서‘책/편’ 단위로개편 ㅇ - 국립장애인도서관소장대체자료통계실적전면개편및 홈페이지에게재(’20.11.1.),장애유형및대체자료매체별제작사업확대추진 ㅇ,active,74
UNMAPPED_REPORT_2020,20,187,"교과용점자도서등점역출판물의 품질향상을위해정기적인 실태조사를실시하고점역감수 지침을표준화하는한편국립 장애인도서관, 국립특수교육원등 관련기관과협의체를구성하여 감수결과가제대로반영될수 있도록할것","점자출판물실태조사실시(’21.7.~12.) ㅇ - 교과용점자도서, EBS 점자교육자료등점자도서의점역 실태분석및점자도서품질제고방안마련중 점역·감수표준지침연구(’21.3.~12.) ㅇ - 국립특수교육원, 국립장애인도서관등국내점자관련기관의 점역지침비교분석, 국외점역지침(Braille Format) 분석등 을통해표준점역지침안마련중","점자유관기관과실태조사결과및표준지침안공유, 점자 ㅇ 출판물품질향상을위한협의진행(’22년상반기예정)",active,75
UNMAPPED_REPORT_2020,20,188,"점자표지판의적정설치율을 높이기위해점자의물리적 규격을표준화하고국토부, 복지부등과협의하여점자 사용환경개선을위한관련 법․제도를정비할것","조치완료 ㅇ한국점자규정총칙에점자의물리적규격에관한조항신설 및고시(문화체육관광부고시제2020-38호, 2020. 9. 10.)",null,complete,75
UNMAPPED_REPORT_2020,20,189,"점자규범정비및연구위원회 구성시해당분야점자전문가 뿐만아니라전공, 지역, 성별, 연령등을다양하게고려하여 전문인력을확충할것","ㅇ점자규범정비및연구위원회소속전문소위원회에관련분야 전문가를확충하여규범정비를위한연구수행중 * 한글분과10명, 수학과학컴퓨터분과8명, 음악분과8명",ㅇ’21년12월제1기점자규범정비및연구위원회임기만료에 따라제2기위원회구성시다양한전문인력확충예정,active,75
UNMAPPED_REPORT_2020,20,190,표준어규정표준어정의항에 ‘교양 있는 사람들’이라는 표현이권위적이므로개정 필요성을검토할것,표준어규정제1항표준어정의항개정필요성에대한 ㅇ 자문회의개최(’20. 12. 3.) - 현재표준어규정자체는문제가있다고보기어려우므로 개정하기보다는오해가없도록홍보강화가필요하다는 의견수렴,표준어규정에대한바른해설을담고있는‘표준어규정 ㅇ 해설서’를더적극적으로홍보하여규정에대한이해도모(상시),active,75
UNMAPPED_REPORT_2020,20,192,외국인관람객이용률제고를 위한활성화및개선방안을 마련하고세종학당과유기적인 연계를지속적으로확대해 나갈것,"(환경개선) 노후화된한글배움터체험전시실을한글놀이터와 ㅇ 통합개편및온라인스튜디오신설(‘21.4.) ＊실감형체험전시실외국어패널추가를통한외국인관람객 편의제공 ＊박물관방문이어려운외국인대상비대면온라인체험교육 프로그램운영 ＊세종학당, 국제교류재단등과의연계를통한한글문화체험 교육프로그램상시운영중",(환경개선) 상설전시실전면개편(‘21.12.개막예정) 시외국인 ㅇ 관람객을위한다국어전시설명패널제공(’21.12.~) (교류활성화) 세종학당등국내외유관기관과연계하여 ㅇ 외국인대상전시연계프로그램운영활성화(’21.1.~),active,77
UNMAPPED_REPORT_2020,20,195,국립국악원연주단원의복무 규정위반재발방지를위해 실효성있는교육및복무 점검정례화등재발방지책을 마련할것,"조치완료 복무지침개정및시행(‘21.1.1.) ㅇ 전단원대상복무지침개정안내및복무교육(연1회이상) 실시 ㅇ - 복무교육실시(‘21.7.31.) * 4개연주단총무(복무담당)를대상교육실시및전단원대상‘복무 교육안내자료’ 전파완료 단원영리활동관련정기조사(반기별) 및복무점검(수시) 실시 ㅇ - 외부활동(겸직) 정기조사(‘21년상반기완료, 및개인교습 연총2회예정) 불시점검(’20.12.30.) - 복무점검정례화(‘21.5.25. 및불시점검(‘21.7.30.) / ’21.7.14. 총2회)",null,complete,78
UNMAPPED_REPORT_2020,20,197,"주프랑스한국문화원에서열린 때깔특별전에서발생한유물손상과 관련하여, 손상처리절차에문제가 없었는지, 담당자에대한조치가 적절하였는지에대한재검토와 함께재발방지대책을마련할것","조치완료 처리절차: 손상소장품처리위원회개최(‘20.4.2.), 회의결과에 ㅇ 따라이행 - 국립민속박물관소장품관리규정(예규제227호) 제32조, 제33조의거 담당자및시공업체조치사항 ㅇ - 담당학예사대상주의서발급(제2020-1호/2020.4.6.) - 시공업체대상변상금(손상소장품보존수리비및 가치하락액) 조치(2020.5.4.) 전시품손상재발방지대책강구및이행(20년3월이후) ㅇ - 진열장점검구설치(전시품안전및상시점검실시) - 전시인테리어종료후전시품배치진행",null,complete,79
UNMAPPED_REPORT_2020,20,198,"6.25 특별전및상설전시관 전시운영과관련하여산업화 성과와북한안보위협등객관적 이고사실적인역사기술필요, 역사편향․왜곡논란이발생 하지않도록필요","조치완료 6·25 특별전은전쟁의비극적참상과전쟁을경험한보통사람들의 ㅇ 가슴에남은상처를표현 문체위원현장방문(‘20.9.11.) 이후전문가자문진행후전시보완 ㅇ 완료 전시관련전문가자문, 유관기관협의등검증과정을더욱 ㅇ 충실히하여, 전시객관성·중립성논란이재발하지않게끔조치",null,complete,80
UNMAPPED_REPORT_2020,20,199,공산주의자피카소반미선전 작품전시및부연설명미기재와 유사한사례의재발방지필요,"조치완료 해당작품은6․25 전쟁동안민간인들에게발생한비극적역사를 ㅇ 상기하고평화의소중함을알리기위해전시 향후유사논란재발방지를위해전문가자문, 유관기관협의를 ㅇ 보다충실히진행",null,complete,80
UNMAPPED_REPORT_2020,20,200,전당운영정상화를위해 전당장선임할것,"전당에서 아시아문화원의 사업・조직을 흡수・통합하여 ㅇ 문체부소속기관으로일원화등내용의아특법개정(‘21.3.23.) 아특법개정에따른전당직제개편* 절차완료(‘21.9.24 시행) ㅇ * 전당장직급조정((현행) 전문임기제가급→(조정) 일반임기제고위 공무원나급), 정원90명증원등","전당장채용절차진행예정(10월~, 인사혁신처) ㅇ",complete,81
UNMAPPED_REPORT_2020,20,201,아시아문화원본부장공석 직위충원할것,"조치완료 아시아문화원은아특법개정* 내용에따라해산예정(‘22.1월)으로, ㅇ 본부장공석직위충원불필요 * 아특법개정주요내용 - (업무일원화) 문화전당에서아시아문화원의사업·조직을흡수· 통합하여문화체육관광부의소속기관으로운영 - (문화재단설립) 아시아문화관련어린이체험·교육시설운영, 문화 관광상품의개발·제작등의사업을수행하는국립아시아문화전당 재단설립",null,complete,81
UNMAPPED_REPORT_2020,20,202,콘텐츠창·제작을위해정보 통신기술(ICT) 등첨단기술 인력확충할것,"전당에서 아시아문화원의 사업・조직을 흡수・통합하여 ㅇ 문체부소속기관으로일원화등내용의아특법개정(‘21.3.23.) 아특법개정에따른전당직제개편* 절차완료(‘21.9.24. 시행) ㅇ 직제개편시▲콘텐츠기술연구개발기능강화, ▲창·제작 - 센터신설및운영인력증원,▲창작기반조성기능강화등을 위한콘텐츠창·제작관련인력의정원반영",콘텐츠창·제작인력채용절차진행예정(10월~) ㅇ,complete,81
UNMAPPED_REPORT_2020,20,205,해외문화원의역량강화를 위해다방면에경험이많은 민간전문가를최대한활용할 필요가 있으므로 주재관 선발관련관계부처와협의 하여추진할것,null,주재관선발과정개선을위해외교부와지속적협의 ㅇ - 문화홍보분야전문성강화를위해주재관선발심사시 문체부가참여할수있도록'재외공관주재관임용령' 개정 지속협의,active,82
UNMAPPED_REPORT_2020,20,206,"대통령순방문화행사관련 공정한업체선정, 계약과 관련한절차준수등사업 추진을철저히할것","상하반기주재관부임전교육, 문화원행정직원교육시 ㅇ 계약관련사항포함(‘20년∼’21년)",향후순방문화행사추진시국가계약법등관련준수추진 ㅇ,active,82
UNMAPPED_REPORT_2020,20,207,국가일반정보관련오류 시정을위해모니터링뿐만 아니라외교부등유관기관과 적극협조를통해시정률 제고를위해노력할것,해외오류시정관련유관기관협의회참석등협력강화 ㅇ - 해외한국관련오류시정기술확대를위한민관협력위원회참여 (`20.7 교육부주관/ `21.6 외교부주관) 유관기관콘텐츠공유등협력홍보 ㅇ,해외오류시정관련유관기관협의회참석등협력강화 ㅇ - 해외한국관련오류시정기술확대를위한민관협력위원회참여 유관기관콘텐츠공유등협력홍보지속 ㅇ,active,82
UNMAPPED_REPORT_2020,20,208,"노바운더리의특혜수주에 청와대가관여한의혹, 과거 2016년‘플레이그라운드’ 사건과 유사한점을등을고려하여 이와관련한감사원감사를 실시할것",null,국회법등관련절차및결정에따를예정 ㅇ,active,82
UNMAPPED_REPORT_2020,20,213,합법사행산업의규제(총량완화)를 완화하여불법도박시장을 억제할것,"’21년매출총량설정시사행산업사업자의의견수렴 ㅇ 및매출총량소폭증가(전년대비1,248억원증)",합법사행산업의규제를완화할경우새로운도박수요 ㅇ 증가및도박중독으로인한사회적부작용이발생될우려가 크므로신중히검토필요,active,85
UNMAPPED_REPORT_2020,20,215,"도박중독의저연령화, 문제성 도박자증가등우리나라도박중독 유병률의심각성을고려하여 도박문제예방치유서비스확대 방안을마련하고, 사업추진을 위한재원규모를검토할것","조치완료 ’20 청소년도박문제실태조사실시(’20.4∼’21.2월.) ㅇ - 재학청소년(15천명) 및학교밖청소년(500명) 대상으로 지역별, 학년별, 성별로설문지면접조사실시 이용자선호도가높은유튜브활용예방활동추진 ㅇ - 인기유튜브채널(SBS 비디오머그등) 및청소년영향력 집단(인기수학강사, 청소년범죄전문경찰공무원등)과 연계한유튜브영상(6건) 제작·배포(조회수1,908,303회, ‘21.8.31 기준) 한국도박문제관리센터에청소년사업팀신설, 청소년도박문제 ㅇ 해결과예방을위한△예방강사양성, △교사직무연수, △문화콘텐츠(연극, 영화)를활용한예방교육실시등사업 추진(`21년∼) 도박중독예방의중요성을고려, 치유서비스예산대비 ㅇ 부족한예방홍보서비스예산확보노력지속추진 * `22년예방홍보예산23억반영",null,complete,85
UNMAPPED_REPORT_2020,20,218,불법도박시장실태조사를 매년조사할것,"‘08년도이래4년주기*로연구용역을하였으나, 「제4차 ㅇ 불법도박실태조사」(3차`16년→4차`19년)부터3년주기로 실시중 * 1차(`08년), 2차(`12년), 3차(`16년), 4차(`19년), 5차(`22년예정) ** `22년정부예산안에용역비2.5억원반영",향후소요예산확보등을통해매년실시할수있도록 ㅇ 최대한노력하겠음,active,87
UNMAPPED_REPORT_2020,20,222,사행산업통합감독위원회와 경찰청간의수사의뢰건에 대한통계관리를강화할것,"조치완료 ㅇ경찰청사이버수사과와협력, 사감위에근무하는경찰청 파견인력1명(온라인팀장)은사이버수사경력자로배치 (’21‘1’18) ㅇ기수사의뢰건에대하여경찰청과협조하여통계자료 정비완료, 향후수사의뢰건에대해조치결과투명하게공유 하기로협의",null,complete,88
UNMAPPED_REPORT_2020,20,224,문체부와협의하여장애인을포함한 사회적배려계층대상사업으로 확대될수있도록추진할것,사회적배려계층을위한특성화사업추진계획수립(’21.4.28.) ㅇ 사회적배려계층대상사업추진중(’21.7∼11월) ㅇ,시각장애인학습자를위한한국어입문·초급수준의교육 ㅇ 자료(점자책·오디오북) 제작(‘21.12) 장애인포함다양한사회적배려계층을위한사업지속추진(’22) ㅇ,active,89
UNMAPPED_REPORT_2020,20,225,한국어해외보급확산을위한 유관기관간협업사례를지속적 으로발굴하고적극활용할것,"유관기관협업을위한양해각서체결 ㅇ - 재외동포재단, 한국관광공사외9개기관업무협약 체결(’20.10월~’21.6월)",해외한국어·한국문화보급확산및업무효율성제고를 ㅇ 위한유관기관협업확대(’21) “세종학당재단-한국산업인력공단” 협업을통하여외국인 ㅇ 근로자를위한온라인한국어강좌콘텐츠및학습보조 자료개발(‘21) 세종학당재단-한국예술종합학교간업무협약을통해 ㅇ 한예종외국인유학생대상세종한국어평가(SKA) 모의 평가시행(‘21.9.),active,89
UNMAPPED_REPORT_2020,20,227,"모범적방역모델인‘K-방역’이 전세계적으로주목받고있는 점을감안하여, 해외세종학당도 방역수칙을준수하여운영할 수있도록상시점검할것",조치완료 비대면온라인수업전환운영(’20.6월～현재) ㅇ 온라인교육장비기자재지원(’20.6월∼12월) ㅇ 코로나19 관련방역수칙준수및안전관리활동강화 ㅇ 지침시달(5회/’20.11∼’21.7월) 세종학당별코로나19 감염및치료현황모니터링(’21.5월~현재) ㅇ,null,complete,89
UNMAPPED_REPORT_2020,20,233,모바일한국어학습앱활용에 불편함이없도록유지·보수작업에 신경쓸것,"기존학습앱에대한로그인체계통일및간소화, 학습알림 ㅇ (푸시), 통합관리페이지강화등기능개선완료(’20.12.)","사용자접근성을높이기위한로그인체계단순화추진, ㅇ 지속적인기능개선등유지보수확대를통한장애발생 최소화유지(‘21.12월)",complete,91
UNMAPPED_REPORT_2020,20,235,"향후거점세종학당설립·운영시에 현지법적, 행정적절차및실행 가능성등을면밀히검토하여유사 사례재발을방지할것",‘21년신규거점세종학당설립관련현지자문시행 ㅇ (’20.12월～21.6월),신규거점세종학당(프랑스ㆍ인도) 관할주한외국공관을 ㅇ 통해거점설립안추가검증(’21.9월),active,91
